slug,colorCode,type,number,name,alternateNames,ciConstitutionNumber,composition,description,transparencyRatingCode,lightfastRatingCode,toxicity,notes
PBk10,Bk,CIPIGMENT,10,Graphite,"Acheson Graphite;
 Beech Charcoal [KP.p];
 Black Graphite [KA.p];
 Black lead;
 Blacklead;
 C.I. Pigment Black 10;
 Graphite [SCH];
 Graphite Gray [CAS.k | DS.ad.o.w | GO.a | RGH.o.p | SCH.p | SE.a | TA.a.af | WL.o.p | WN.a];
 Graphitan 6154;
 Graphitan 7525;
 Natural Graphite Chunks [KA.p];
 Liquid Graphite [GU];
 Pigment Black 10;
 Plumbago;
 Silver Graphite [KA.p];
 Stove Polish;",77265,"Inorganic; 
 Crystallized Carbon;
  
 CAS 7782-42-5",Dark gray with metallic sheen,O,I,A,"The graphite grey oil paint can be used to make wonderful pencil like oil sketches.; 
 There are unverified rumored reports of migration of graphite to other layers in oil colors, it's unknown at this time if this is actually the graphite particles moving up through the layers or just being able to see the pencil sketch coming through the other layers of paint better as the oil paint becomes more translucent with age. More research or tests may be needed.
 * Not rated by the ASTM; Blue wool scales from pigment suppliers indicate excellent lightfastness.
 Rated Excellent in watercolors by handprint.com See PBk-10 at Handprint.com"
PBk11,Bk,CIPIGMENT,11,Mars Black,"Anthracite Black [LA.a];
 Ash Black;
 C.I. Pigment Black 11;
 Black [HO.a(gesso)];
 Black 318 [EP.p];
 Black Iron Oxide [SCH.o.p];
 Black Oxide;
 Black Oxide of Iron;
 Ferrite Black;
 Ferroso-ferric Black;
 German Earth [WL.o.p];
 Heavy Metal [MA.o(HD)];
 Intense Black [PF.o];
 Iron Black;
 Iron Oxide;
 Iron Oxide Black [CAS.k];
 Italian Black Roman Earth [WL.p];
 Lunar Black [DS.w];
 Mars Black [GEN | BA.a.o | BX.o | CH | CL | DR.a.a(s3hb).a(s3mb). | DS.ad.o.pd | DV.k | GB.o.o.p | GO.a.ag | GR.o.o.wo| HO.a.wo | KA.o.p | LB.o | LQ.a | MA.a.o.o(artis).o.p | MG.a.o | MR.o | MW.o.wo | OH.a.o.w | RGH.o.p | SE.a.o.p | TA.a.af | UT.a.o | WL.o.p | WN.a.a.o.w.w.wp];
 Mars Black Hue [GR.a]
 Magnetite**;
 Magnetite Genuine [DV.o**];
 Magnetic Black;
 Magnetic Black S 0045 [BASF];
 Magnetic Oxide;
 Magnetic pigment [BASF];
 Mapico Black;
 Natural Black [EP.p];
 Natural Iron Oxide;
 Noir naturel;
 Oxide Black [RT.a.a.o];
 Pigment Black 11;
 Raw Umber [BA.o | SE.o];
 Rhombehedral Magnetite;
 Roman Earth [WL.o];
 Synthetic Black Oxide;
 Transparent Mars Black [GU.pd]
 Urban Grey [MA.o(HD)];
 Vine Black [BX.o]","77489
 77499","Inorganic; 
 Synthetic or natural magnetic black Iron Oxide with traces of SiO2 and Al2O3 in natural forms (Ref Paint Film Components, National Environmental Health Monographs by M van Alphen, 1998); 
 Ferroso-ferric oxide; 
 Ferroso-ferric hydroxide; 
 **Magnetite is the natural form (mindat.com Ref); (Webmineral.com Ref); 
 LBNLPigment Database Spectral radiative properties;
 Mars Black @ Cool Colors Pigment Database of colors that don't absorb heat from the sun;
 Magnetic FeO; Fe2O3 
 CAS 12227-89-3","Dark grey or black w/ bluish to yellowish undertones;
 heavily granulating and weakly staining w/ weak tinting strength,",S/T,I,A,"* Rated by ASTM as excellent in oils & acrylics but not rated by the ASTM in watercolor; Blue wool scales from pigment suppliers indicate excellent lightfastness.
 Rated Excellent in watercolors by handprint.com. See more info on PBk-11 at Handprint.com"
PBk12,Bk,CIPIGMENT,12,Iron Titanium Brown Spinel,"Brown 20C8191;
 Autumn Brown No.156;
 Battleship Gray No.6;
 Chestnut Brown;
 Chocolate Brown [GU];
 C.I. Pigment Black 12;
 Golden Brown;
 Iron Titanate;
 Iron Titanium Brown;
 Iron Titanium Brown Spinel;
 Llmenite*;
 Mars Black Red [GU.pd]
 Natural iron ore*;
 Pigment Black 12;
 Russet Brown;
 Shepherd Brown",77543,"Inorganic;
 Iron Titanium Brown Spinel is an inorganic pigment that is the created by calcining iron (II) oxide and titanium (IV) oxide, in varied ratios, that react to create an inverse crystalline spinel matrix. Its composition may include any one or more of the modifiers Al2O3, Fe2O3, MnO, and/or ZnO (Ref IPConsortium);
  
 Iron titanate in a spinel crystal lattice;
  
 The Natural mineral is ilmenite or titaniferous iron ore. ""It is not so heavy as black iron oxide and free from the tendency to 'float'"" like carbon blacks can do. (Ref Color index 3rd Ed., V.4, Inorganic colorants CI 77543)
 * Natural iron ore has impurities;
  
 LBNLPigment Database Spectral radiative properties;
 Iron Titanium Brown Spinel (i);
 Iron Titanium Brown Spinel (ii);
 Iron Titanium Brown Spinel (iii);
  
 CPMA 13-34-7;
  
 CAS 68187-02-0","Dark red to brownish yellow black;
 Lightly staining w/ weak tinting strength",S/O,I,A,
PBk13,Bk,CIPIGMENT,13,Cobalt Black,"Black Cobalt Oxide;
 C.I. Pigment Black 13;
 Cobalt Sesquioxide;
 Cobalt Oxide, gray /grey;
 Cobalt Tetraoxide;
 Cobalt Black;
 Cobalt(III)Oxide;
 Cobaltic Tetraoxide;
 Cobaltic Oxide;
 Cobalt(III) Oxide Black
 Pigment Black 13;",77322,"Inorganic;
 Cobaltous oxide;
 Cobalt Tetraoxide;
 Cobalt(II,III) Oxide;
 Cobalt(III)Oxide;
 Cobalt(+2,+3)Oxide;
 Cobalt(2,3) Oxide;
 Cobaltic Tetraoxide;
 Cobalt(II)-Cobalt(III)-Oxide;
  
 CAS 1307-96-6",Grayish black,S/O,I,B,
PBk14,Bk,CIPIGMENT,14,Manganese Black,"Black Umber;
 Brown Umber;
 Bog manganese;
 Cement black;
 C.I. Pigment Black 14;
 Manganese Black
 Manganese Dioxide;
 Manganese peroxide;
 Manganese (VI) oxide;
 Mineral Brown Black [NP.p];
 Pyrolusite;
 Pigment Black 14",77728,"Manganese Dioxide;
 ""Occurs naturally as pyrolusite and polianite but the commercial product is usually prepared from a mixture of pyrolusite, hausmannite, braunite and other manganese ores."" (Ref Inorganic Colouring Matters, Color Index 3rd Ed.)
  
 ""the second major component of umbers. It occurs in some ochres and is present in small quantity in the siennas."" (Ref Inorganic Colouring Matters, Color Index 3rd Ed.)
  
 Manganese(IV) oxide (Ref wikipedia);
  
 CAS 1313-13-9",Black,X,I,B,
PBk17,Bk,CIPIGMENT,17,Zinc Sulfide,"Black Jack;
 C.I. Pigment Black 17;
 C.I. Pigment White 7;
 Zinc Blende;
 Zinc Sulfide",77975,Zinc sulfide,Grey to brownish grey,X,X,,
PBk18,Bk,CIPIGMENT,18,Mineral Black,"C.I. Pigment Black 18;
 Flake Black;
 Mineral Black;
 Oil Black;
 Pigment Black 18;
 Slate Black (hue) [WL.p];",77011,"""Carbonaceous hydrated aluminium silicate which may contain up to 30% of carbon."" (Ref Colorindex 3rd Ed., V.4, Inorganic colourants CI 77011);
  
 CAS 12001-98-8",Grey to black,X,X,,
PBk19,Bk,CIPIGMENT,19,Slate Black,"Ardoise;
 Nero Bernino [KP.p];
 Black chalk;
 C.I. Pigment Black 19;
 Davy's Grey [WNd];
 Davy's Grey Deep [WL.o.o(SF).p];
 French Ardoise Grey [WL.o(SF)];
 Gray Hydrated Aluminum Silicate;
 Ground Schist;
 Mineral Black;
 Mineral Grey;
 Neutral Grey
 Pigment Black 19;
 Powdered Slate;
 Slate [EP.p];
 Slate Black; 
 Slate Black (Davy's Grey Extra Deep) [WL.o.p] ;
 Slate Gray;
 Slate Grey;
 Slate Grey, dark [KP.p];
 Steel Grey;
 Stone Chalk",77017,"Inorganic; 
 Powdered Slate; 
 Hydrated Aluminum Silicate; (Ref), (Ref)",Greenish to blueish grey to black,S/O,I,A,
PBk22,Bk,CIPIGMENT,22,Copper Chromite Black,"C.I. Pigment Black 22;
 Copper chromite black spinel;
 Fast Black 100;
 Pigment Black 22",77429,"Inorganic; 
 Copper chromite created in a spinel crystalline form;
  
 CAS 55353-02-1",Black,T,I,B,
PBk23,Bk,CIPIGMENT,23,Tin Antimony Gray,"Antimony Gray Cassiterite;
 C.I. Pigment Black 23;
 Tin Antimony Cassiterite;
 Tin Antimony Grey;
 Tin Antimony Grey Cassiterite;
 Pigment Black 23",77865,"Inorganic;
 Tin Antimony Grey (gray) Cassiterite (Sn,Sb)O2 is made by calcining a mixture of Tin (IV) Oxide and Antimony (V) Oxide in varied ratios creating a interdiffused crystalline matrix of cassiterite. Its may include any one or more of the modifiers MnO, SiO2, TiO2, V2O5 to adjust color hue and/or other properties (Reference: 4th ed. CMPA Classification and Chemical Description of the Complex Inorganic Color Pigments). . 
  
 CPMA 11-24-8;
  
 CAS 68187-54-2",Bluish Gray,X,X,B,
PBk24,Bk,CIPIGMENT,24,Titanium Vanadium Antimony Gray,"Antimony Vanadium Gray Rutile;
 C.I. Pigment Black 24;
 Pigment Black 24;
 Titanium Vanadium Antimony Gray Rutile;
 Vanadium Antimony Gray; 
 Vanadium Antimony Gray Rutile;",77898,"Inorganic;
 Titanium Vanadium Antimony Rutile, is obtained by combining a mixture of Titanium (IV) Oxide, Vanadium (IV) Oxide, and Antimony (V) Oxide at high temperature creating a homogeneous, interdiffused crystalline rutile form;
  
 CPMA 11-21-8
  
 CAS 68187-00-8",Bluish Gray,X,X,B,
PBk25,Bk,CIPIGMENT,25,Cobalt Nickel Gray,"C.I. Pigment Black 25;
 Cobalt Nickel Gray;
 Cobalt Nickel Gray Periclase;
 Gun-Metal Grey 6591;
 Pigment Black 25;
 Sicocer® F Gray 1985 [BASF]",77332,"Inorganic;
 Cobalt Nickel complex;
 Cobalt (II) Oxide and Nickel (II) Oxide calcined to create a periclase crystalline matrix. It may include Al2O3, CaO, Cr2O3, FeO, Fe2O3, MgO, MnO, SiO2, TiO2, ZnO, and/or ZrO2 as modifiers.
  
 CAS 68186-89-0",Neutral Dark Gray,X,X,B,
PBk26,Bk,CIPIGMENT,26,Manganese Ferrite Black,"Black 20F9441;
 C.I. Pigment Black 26;
 Copper Iron Manganese Oxide Spinel;
 Iron Manganese Black;
 Iron Manganese Black Spinel;
 Manganese Ferrite Black;
 Manganese Ferrite Black Spinel;
 Daipyroxide Black 9550;
 Pigment Black 26;
 Spinel Black [KP.p | SI.p]",77494,"Inorganic;
 Manganese Ferrite Black Spinel (Fe,Mn)(Fe,Mn)2O4 is made by calcining, at high temperature, a mixture of oxides of ferrous iron and ferric iron, divalent and trivalent manganese in differing amounts to create a crystalline spinel matrix. Its composition may include any one or more of the modifiers Al2O3, CoO, CuO, NiO3, SiO2 or TiO2 used during the creation process to tailor properties (Ref Color Index 4th edition);
 Mixed Metal Oxide
 Manganese Ferrite; 
  
 CPMA 13-41-9;
  
 CAS 68186-94-7",Jet black,O,I,A,"""true black, reflects virtually no color"" -Sinopia.com
 * Not rated by the ASTM, blue wool scales indicate excellent light fastness. Should perform as excellent as other simliar MMO spinel pigments designed for applications where resistance to heat, light, and weather are required."
PBk27,Bk,CIPIGMENT,27,Iron Cobalt Chromite Black,"C.I. Pigment Black 27;
 Chromium Cobalt Iron Black;
 Chromium Cobalt Iron Black Spinel;
 Iron Cobalt Chromite Black;
 Iron Cobalt Chromite Black Spinel;
 Pigment Black 27;
 Sicopal® Black 0090 [BASF];
 Sicocer® F Black 10901 [BASF];",77502,"Inorganic; 
 Iron Cobalt Chromite Black Spinel (Fe,Co)(Fe,Cr)2O4 is created by the high temperature calcination of a mixture of oxides of ferrous iron, cobalt, ferric iron and chromium in varying amounts, that creates a spinel form crystalline matrix. Its composition may have one or more of the modifiers Al2O3, B2O3, MnO, NiO and/or SiO2. (Ref Color Index 4th edition);
  
 CPMA 13-40-9;
  
 CAS 68186-97-0",Black,X,X,B,
PBk28,Bk,CIPIGMENT,28,Copper Chromite Black,"Black 30C9652;
 Black Spinel [GB.o];
 Chromium Copper [GU];
 Chromium Copper Black;
 Chromium Copper Black Spinel;
 C.I. Pigment Black 28;
 Copper Chromite Black;
 Copper Chromite Black Spinel;
 Daipyroxide Black 9510;
 Ebony Black;
 Fragonard Black [PF.o];
 Jet Black;
 Mineral Black [ SCH.o(Mus)];
 Neutral Black;
 Pigment Black 28;
 Shepherd Black;
 Spinel Black [HO.wo];
 Transoxide black [LA.a]",77428,"Inorganic;
 Copper Chromite Black Spinel CuCr2O4 is obtained by calcining at high temperature a mixture of copper oxides and chromium oxides in varying ratios to create a crystalline spinel matrix. The constitution may include any one or more of the modifiers Fe2O3 or MnO. (Ref Color Index 4th edition);
  
 Mixed Metal Oxide (MMO) (PCImag Ref):
 Copper Chromite Spinel;
  
 LBNLPigment Database Spectral radiative properties;
 Copper Chromite Black;
  
 CPMA 13-38-9;
  
 CAS 68186-91-4",Blueish black to jet black,O,I,B,
PBk29,Bk,CIPIGMENT,29,Iron Cobalt Black,"C.I. Pigment Black 29;
 Cobalt Iron Black;
 Cobalt Iron Black Spinel;
 Iron Cobalt Black;
 Iron Cobalt Black Spinel;
 Pigment Black 29",77498,"Inorganic; 
 Iron Cobalt Black, created by calcination of Iron (II) Oxide, Cobalt (II) Oxide, and Iron (III) Oxide in varied ratios creating a ionically interdiffused spinel form crystalline matrix. In can be modified with the addition of any or either of the chemicals Al2O3, B2O3, MnO, NiO, SiO2 and/or SnO2 during the creation process;
  
 CPMA 13-39-9
  
 CAS 68187-50-8",Black,O,I,B,
PBk30,Bk,CIPIGMENT,30,Chrome Iron Nickel Black,"Black 376A1;
 Cavern Black;
 Chrome Iron Nickel Black;
 Chrome Iron Nickel Black Spinel;
 Chromium Iron Nickel Black;
 C.I. Pigment Black 30;
 Onyx Black;
 Pigment Black 30;
 Shepherd Black;
 Spinel Black No. 43 [KP.p]",77504,"Inorganic;
 Chrome Iron Nickel Black Spinel (Ni,Fe)(Cr,Fe)2O4 is created by the calcining at high-temperature a mixture of Chromium (II) Oxide, Iron (II) Oxide, Iron (III) Oxide in varied ratios creating a crystalline spinel matrix. Its composition may include one or more of the modifiers CuO, MnO or Mn2O3.(Ref Color Index 4th edition); 
 Mixed Metal Oxide (MMO) (PCImag Ref):
 Chrome Iron Nickel Black Spinel; 
 LBNLPigment Database Spectral radiative properties;
 Chrome Iron Nickel Black Spinel; 
 CPMA 13-50-9; 
 CAS 71631-15-7",Blue shade black to jet black,O,I,A,"* Not rated by the ASTM. Should perform as excellent as other MMO spinel pigments that were designed for applications where resistance to heat, light, and weather are required."
PBk31,Bk,CIPIGMENT,31,"Paliogen® Black;
 Perylene Green;","Atrament black [ SCH.a.o(Mus)];
 C.I. Pigment Black 31;
 Paliogen® Black;
 Paliogen® Black L0084 [BASF];
 Paliogen® Black S 0084 [BASF];
 Perylene Black [WN.g.o];
 Perylene Green [DS.w | DV.w | WN.a.w.wp];
 Perylene Green Black [GU.pd.p];
 Pigment Black 31;
 Shadow Green [HO.w.wo | SH.w];",71132,"Synthetic organic; 
 Perylene; (Ref BASF)
  
 CAS 67075-37-0","Intense very dark bluish green;
 Very staining w/ high tinting strength;
 † Slightly fading in tints (Handprint);",S/T,I,A,"Very deep green, almost black in masstone, nice for cool shadows and glazes.
 * Not rated by ASTM.
 Blue wool scales from pigment suppliers indicate excellent lightfastness. Most, if not all, paint brands that use this pigment give it their highest lightfast rating.
 Also rated Eexcellent in watercolors by handprint.com. See more info on PBk-31 at Handprint.com"
