slug,colorCode,type,number,name,alternateNames,ciConstitutionNumber,composition,description,transparencyRatingCode,lightfastRatingCode,toxicity,notes
PY14,Y,CIPIGMENT,14,Diarylide Yellow AAOT,"Azo Yellow 13GX;
 Benzidine Yellow AAOT;
 C.I. Pigment Yellow 14;
 Dairylide Yellow;
 Diarylide Yellow OT;
 Disazo Type 11;
 Diacetanil Yellow;
 lsol Diaryl Yellow;
 PERMANENT YELLOW 2GB;
 Pigment Yellow 14;
 Transparent Lemon [HO.o];
 Vulcan Fast Yellow G","21095
 21100? [Ref]","Disazo Type 11 Toluidide;
CAS 5468-75-7",Yellow leaning towards green,S/T,NR,A,Used mainly in inks
PY16,Y,CIPIGMENT,16,Permanent Yellow NCG,"C.I. Pigment Yellow 16;
 Dairylide Yellow;
 Pigment Yellow 16;
 Permanent Yellow [GU]",20040,"Disazo;
CAS 5979-28-2",Bright greenish yellow,S/T,III,A,Main use in inks
PY17,Y,CIPIGMENT,17,Dairylide Yellow 17,"Arylamide Yellow;
 Benzidene Yellow G;
 Benzidene Yellow GG;
 C.I. Pigment Yellow 17;
 Dairylide Yellow 17;
 Damascus Yellow [MA.o(Med)];
 Permanent Yellow 2G;
 Pigment Yellow 17;
 Transparent Yellow [MA.o(artis)];
 Yellow Benzidine",21105,"Organic;
 Disazo; 
 Benzidene;
 CAS 4531-49-1",Bright green shade yellow,T,NR,A,"* ""Procedures for preparing permanent yellow vary, when prepared with proper procedures, pigment yellow 17 has pretty good permanence to light.""
 ""Artists may want to conduct their own lightfastness tests to verify that the manufacturer has selected quality pigment"" (Ref: Blick Art Materials Pigment Info);
 ** benzidine dyes are believed to be so insoluble in water that they are unlikely to be absorbed (Ref: Blick Art Materials Pigment Info);"
PY21,Y,CIPIGMENT,21,C.I. Pigment Yellow 21,"C.I. Pigment Yellow 21; 
 Pigment Yellow 21;",,Organic,Bright greenish yellow,X,II,,
PY24,Y,CIPIGMENT,24,Flaventhrone Yellow,"C.I. Pigment Yellow 24;
 Flaventhrone Yellow [GU.pd];
 Flaventhrone Yellow Deep [GUd]; 
 Pigment Yellow 24; 
 Vat yellow 1",70600,"Dairylide;
Anthraquinone;
Flavanthrone;
Heterocyclic Anthraquinone
CAS 475-71-8","Mid-shade to reddish Yellow
 Good tinting strength;
 † Darkens in masstone",T,I,A,"Extinct, Out of production, no longer made;
 Same Pigment as PY-112?
 * appears to be more light fast in tints, this is unusual"
PY30,Y,CIPIGMENT,30,Lead Oxychloride,"Cassel Yellow;
 C.I. Pigment Yellow 30;
 English Yellow;
 Kasseler yellow;
 Lead Chloride Oxide; 
 Montpelier yellow;
 Mineral Yellow;
 Oxychloride of Lead;
 Patent yellow;
 Pigment Yellow 30;
 Turner's Yellow;
 Verona Yellow",77592,"Inorganic;
 Oxychloride of lead
 Made by calcining a mixture of Lead Oxide and Sodium Chloride (Ref Pigment Compendium p.230);",Bright greenish yellow to dull yellow*,O,I,C,"* Color depends on lead oxide content (Ref Pigment Compendium p.230);
 ** all pigments containing Lead may darken over time by atmospheric hydrogen sulfide;"
PY31,Y,CIPIGMENT,31,Barium Chromate,"Barium Chromate;
 Barium Chrome;
 Barium Yellow [KP.p];
 Baryta Yellow;
 Baryte Yellow [BX.o];
 Barytgelb;
 C.I. Pigment Yellow 31;
 Jaune d'outremer;
 Lemon Yellow [MH.o];
 Permanent Yellow;
 Pigment Yellow 31;
 Platina Yellow (hue);
 Steinbühl yellow;
 Steinbühlergelb;
 Ultramarine Yellow;
 Yellow Ultramarine",77103,"Inorganic; Barium chromate is synthetic mineral pigment;
Barium chromate oxide;
Chromic acid barium; Making pigments: lemon Yellow at webexhibits.org
CAS 10294-40-3","Light Lemon yellow*
† Hue shift towards green (Ref)",S/T,I,C,"May turn greenish in oils (Ref);
""When heated, it becomes reddish, and when cold, it is pure yellow again"" (Ref Dictionary of Artists' Oil Pigments: Their Chemical and Physical Properties by R. Bruce Handlong, 1969)
* ""Original"" lemon yellow (Ref Color Index 3rd Ed)"
PY32,Y,CIPIGMENT,32,Strontium Chromate,"C.I. Pigment Yellow 32;
 Citron Yellow;
 Deep Lemon Yellow;
 Delta Strontium Chromate;
 Micronized Strontium Chromate;
 Lemon Yellow;
 Pigment Yellow 32;
 Strontaine Yellow;
 Strontian Yellow;
 Strontium Chrome Yellow;
 Strontium Yellow;
 Ultramarine Yellow;",77839,"Inorganic;
Strontium chromate(VI), SrCrO4
Chromic acid strontium salt; (Ref), (MSDS)
CAS 7789-06-2","Pale yellow *
†Hue shift towards green (Ref)",S/O,I,B,"corrosion inhibitor, may be found in industrial coatings
* may turn greenish due to the partial conversion to chromium oxide (Ref Pigment Compendium, 2008, p.361);"
PY33,Y,CIPIGMENT,33,Calcium Chromate,"Calcium Chromate;
 C.I. Pigment Yellow 33;
 Gelbin;
 Steinbühler Gelb",77223,"Calcium Chromate;
 Basic calcium chromate;",Very Pale Yellow to deep yellow*,X,II,B,"Usually used as an extender in yellow paints (Ref Artists' Pigments: a Handbook of their History and Characteristics (vol 1)
* Higher temperatures during manufacture make deeper hues (Ref Color index 3rd Ed., V.4, Inorganic colourants CI 77223)"
PY34,Y,CIPIGMENT,34,Lead Chromate,"Amarillo de Cromo;
 Canary Chrome Yellow;
 Chrome Green;
 Chrome Orange;
 Chrome Red;
 Chrome Yellow;
 Chrome Lemon;
 Chrome Lemon Yellow [WNd]; 
 Chrome Yellow Lemon [MA.o(artis).p];
 Chrome Yellow Light [MA.o(artis).p | SE.p];
 Chrome Yellow Medium [MA.o(artis)];
 Chrome Yellow Deep [MA.o(artis).p | SE.p | WNd];
 Chrome Yellow Medium [SE.p];
 Chrome Yellow Orange;
 Chromgelb;
 C.I. Pigment Yellow 34;
 Cologne Yellow;
 Crocoite;
 Deep Chrome Yellow;
 Dianichi Chrome Yellow G;
 Giallo di Cromo;
 Golden Chrome Yellow;
 Gothaergelb;
 Jaune de Chrome;
 Jaune de Cologne;
 Jaune Minérale;;
 King's Yellow;
 Lead chromium oxide;
 Leipzig Yellow;
 Lemon Chrome;
 Light Chrome;
 Paris Yellow;
 Phoenicochroite;
 Pigment Yellow 34;
 Platina Yellow (hue);
 Plumbous Chromate;
 Primrose Chrome;
 Primrose Chrome Yellow;
 Primrose Yellow;
 Pure Lemon Chrome L3GS;
 Sicomin® Yellow;
 Zwickau Yellow;
 Zwickauergelb;","77600
 77603","Synthetic Lead Chromate;
 Neutral Lead Chromate;
 Lead chromium oxide;
 Lead sulfochromate yellow;
 Can be extracted from natural Crocoite;
 Made by precipitation of neutral solutions of lead salts with chromate or bichromate solutions (Ref. Natural Pigments)
 LBNL Pigment Database Spectral radiative properties;
 Chrome Yellow
 Method of making Chrome Yellow at webexhibits.org
 PbCrO4;
 CAS 1344-37-2;
 CAS 7758-97-6","Very light, bright greenish to mid to reddish yellow;
 †Fades; Darkens over time when exposed to hydrogen sulfide fumes in the air; Hue shift towards green or brown. (Ref. The Artists Handbook by Pip Seymour)",S/O,I,C,"Contains lead; may darken by atmospheric hydrogen sulfide;
 More info on PY-34 in watercolors @ handprint.com
 * ASTM I, but light fastness appears to be much less in watercolors, only rated IV (very poor), BWS 6;4 by handprint.
 Some varities are encapsulated in silica (patent no. US2023928) and the ""reinforced chrome pigments do not suffer the ill effects of the uncoated variety. They exhibit excellent lightfastness in sunlight, especially in oil and alkyd paints"" (Ref. Natural Pigments)
 ** Requires PROP 65 label in California. Contains Lead and Chromium.
 Avoid dust & spray, do not ingest, do not heat.
 The substance meets the criteria for classification as carcinogen (Ref. Lead sulfochromate yellow (C.I. Pigment Yellow 34) ECHA)"
PY34:1,Y,CIPIGMENT,34.1,Lead Chromate with Lead sulfate,"Chrome Lemon Yellow [WNd];
 Chrome Yellow Primrose [NP.o.p]
 C.I. Pigment Yellow 34:1;
 Lemon Chrome Yellow;
 Chrome Yellow Light;
 Pigment Yellow 34:1",77603:1,"Lead Chromate with Lead sulfate
 ""Lead chromate is made by precipitation of neutral solutions of lead salts with chromate or bichromate solutions. The primrose variety of chrome yellow also contains lead sulfate"" (Ref. Natural Pigments)
 PbCrO4, PbSO4
 CAS 1344-37-2","Very light, bright to deep yellow;
 †Fades",S/O,NR,C,"Contains lead; may darken by atmospheric hydrogen sulfide;
 *see PY 34 above for more lightfastness information
 ** See above; Contains lead. Requires a PROP 65 label in California. The substance meets the criteria for classification as carcinogen (Ref. Lead sulfochromate yellow (C.I. Pigment Yellow 34) ECHA)."
PY35,Y,CIPIGMENT,35,Cadmium Yellow,"Amarillo de cadmio;
 Aurora Yellow [WNd];
 Brilliant Yellow [WN.g];
 Cadmium Green light [KA.o.p]; 
 C.I. Pigment Yellow 35;
 C.P. Cadmium Yellow Dark [GO.a.ag.ao | SQ.a | TA.a.];
 C.P. Cadmium Yellow Light [ GO.a.ag.ao | SQ.a | TA.a.];
 C.P. Cadmium Yellow Medium [ GO.a.ag.ao | SQ.a | TA.a.];
 C.P. Cadmium Yellow - Light / Medium / Dark [ GO.a.ag.ao | SQ.a | TA.a.];
 C.P. Cadmium Yellow Primrose [GO.ag.ao]; 
 Cadmium Lemon [BA.o.w | DV.k | GB.o | KA.o.p | MA.o(artis) | RT | WN.a.g.k.o.w.wp];
 Cadmium Lemon Pale [WN]; 
 Cadmium Lemon Yellow [ SE.o.os.p.w | SCH];
 Cadmium Medium;
 Cadmium Orange [MA.o];
 Cadmium Pale; 
 Cadmium Primrose [RGH.o | WN]; 
 Cadmium Yellow [GEN | AS | DS.od | DR.a.o.t.w | HO.g.wo | LK | MG.a.g.o.w | MH.o | SI.p | SCH | WN.o.w.wp]; 
 Cadmium Yellow 1 Light [SCHM.o];
 Cadmuim Yellow 2 Middle [ SCH.o(Mus)]; 
 Cadmium Yellow Dark CP [GO.a.ag.ao];
 Cadmium Yellow Deep [SE.o.os.p.t.w];
 Cadmium Yellow Deep Genuine [SE.p.t];
 Cadmium Yellow Deep (hue) [GR.o?*];
 Cadmium Yellow Dark / Deep [GEN | AS | BA.o | CR.a |DR | LK | MA.a.o.o(artis).o,p.w | MG.a.o.w | MH.o | SE.o.os.p.t.w | SI.p | WN.o.w.wp.];
 Cadmium Yellow Golden [MH.o]; 
 Cadmium Yellow Lemon [GEN | BA.o | DV.w | GR.w?* | HO.g.o.w.wo | LB.o | LK | MA.a.o.o(artis).o.p.w | MH.o | MR.o | OH.a.o.w | RGH.o | RT.a.o.w.wo | SCH.o.p.w | SE.a.o | SI.p];
 Cadmium Yellow Light (hue) GR.o?*]; 
 Cadmium Yellow Light [GEN | AS | BX.o | CR.a(jo).ao.o. | BA.o.w | DS.wd | DV.a.k.o.w | GB.o | GR.w?* | HO.g.o.w.wo | JO.a | KA.o.p | LA.a | LB.o | LK | LQ.a | MA.a.o.o(artis).o.p.w | MG.a.g.o.w | MR.o | MW.o | OH.a.o.w | RGH.o.p | RT.a.o.o | SE.a.o.os.p.w | SI.p | SCH.a.g.o.p.w. | SQ.a | WN.a.a.k.w.wo];
 Cadmium Yellow 1 Light [SCH.o(Mus)];
 Cadmium Yellow Light CP [GO.a.ag.ao | GU];
 Cadmium Yellow Light Genuine [SE.t];
 Cadmium Yellow Medium [GEN | BX.o.w | CAS.k | BA.o | DSd | DV.a.k.o.w | JO.a |KA.o| LA.a | LB.o | LQ.a | MA.a.o.o(artis).p | MW.o | OH.a.o.w | RGH.o.p | | RT.a.o.o.w.wo | SE.a.o.p | SI.p | SCH.a | SQ.a | UT.w | WN.a.a.k.];
 Cadmium Yellow Medium (hue) [GR.o?*]; 
 Cadmium Yellow Medium CP [GO.a.ag.ao | GU];
 Cadmium Yellow Medium Pure [UT.w];
 Cadmium Yellow Mid [CR.a(jo. | JO.a];
 Cadmium Yellow Middle [HO.a | SCH.w];
 Cadmium Yellow Orange [SE.a];
 Cadmium Yellow Pale [GEN | AS | BX.o.w | DR.a.o.t.w | DV.o | HO.o.w | WN.g.o.w.wp.];
 Cadmium Yellow Pale (hue) [GR.o?*]; 
 Cadmium Yellow Primrose [RGH.o.p];
 Cadmium Yellow Primrose CP [GO.a.ag.ao];
 Cadmium Zinc Yellow;
 Cad Yellow Light [MT];
 Cad Yellow Medium [MT]; 
 Deep Cadmium [WN];
 Deep Cadmium Yellow [WN];
 Giallo di cadmio;
 Jaune de Cadmium;
 Kadmiurngelb;
 Lemon Cadmium Yellow [PF.w];
 Lemon Cadmium Yellow (Genuine) [CH];
 Lemon Intense Yellow [CH];
 Light Cadmium Yellow [PF.w];
 Light Cadmium Yellow (Genuine) [CH | PF.w];
 Medium Cadmium Yellow (Genuine) [CH];
 Orient Yellow;
 Pigment Yellow 35;
 True Cadmium Yellow Medium [PF.o]
 True Cadmium Yellow Deep [PF.o]
 True Lemon Cadmium Yellow [PF.o]",77205,"Inorganic; 
 Cadmium Zinc Sulphide;
 Cadmium sulphide, zinc sulphide CdS, xZnS;
 Made by Calcining Cadmium Oxide or Cadmium Carbonate with sulphur, or by co-precipitation of zinc and cadmium sulfides from a mixed sulfate solution.
 Cadmium Yellow Light @ LBNL Pigment Database 
 How Cadmium yellow/red is made at webexhibits.org;
 Some brands of cadmium paints may in fact be composed of Cadmium-Barium Pigments even if indicated on the label as pure PY-35 (Reference: A Critical Analysis of Commercial Pigments, by M. Pérez, K. Castro, M.D. Rodríguez2, MA. Olazabal and J.M. Madariaga, University of the Basque Country, Dept. Analytical Chemistry and Dept. Painting). 
 CAS 8048-07-5 (Ref. PubChem;
 12442-27-2 (Ref. PubChem)
 EU 232-466-8;
 235-672-6","Bright, light, greenish to reddish yellow
 Good tinting strength, staining 
 † Darkens in watercolors, May fade when exposed to very damp conditions and excessive light over a long time. (Ref: The Artist's Handbook by Pip Seymour); (Ref. Handprint.com)",O,I,C,"More info on PY-35 in watercolors on Handprint.com
?* on the Grumbacher website, Grumbacher The cadmiums""coprecipated with barium sulfate"", that would make them ""Cadmium-Barium"" versions of those cadmium colors and should have a :1 after the color index name. (ie. PY35 should be PY35:1). Older Grumbacher literature & tubes do indicate these are Cadmium-Barium colors.
Can be sensitive in acidic environments
* Requires a PROP 65 label in California.
Avoid dust & spray, do not ingest, do not heat.
Soluble Cadmium levels are kept below 1 part per million, not considered toxic in normal usage (Ref. The Artist Handbook revised edition (2003) p.19 by Ray Smith)
According to the ECHA, no hazards have been classified for Cadmium zinc sulfide yellow: (Ref. ECHA European Chemical Agency) Note: Cadmium pigments are nearly insoluble in water, limiting their potential toxicity. They are carefully engineered to meet extremely low solubility limits.
""A risk assessment of these products conducted by the EU concluded that these products offer no significant hazard to either human health or to the environment.""
(Ref. Cadmium.org)
Soluble Cadmium compounds can be toxic if ingested or if the dust is inhaled, they are a known reproductive and developmental toxicants.
Toxicity Information
@ pesticideinfo.org"
PY35:1,Y,CIPIGMENT,35.1,Cadmium lithopone Yellow,"Cadmium-Barium Yellow Deep [GR.o.wo?*];
 Cadmium-Barium Yellow Light [GR.o.wo?*];
 Cadmium-Barium Yellow Medium [GR.o.wo?*];
 Cadmium-Barium Yellow Pale [GR.o.wo?*];
 Cadmium Litho Yellow Light [GU.pd];
 Cadmium litho Yellow Lemon Xtra [GU]; 
 Cadmium Litho Yellow Medium [GU]; 
 Cadmium Litho Primrose 15G [GU];
 Cadmium yellow green LITHO (green shade);
 Cadmium Yellow (hue*) [DSd | HO];
 Cadmium Yellow Deep (hue*) [DSd]; 
 Cadmium Yellow Lemon (hue*) [GR.w?* | HO];
 Cadmium Yellow Light (hue*) [CL | BA.a | DG | DSd | GB.o | HO | SV];
 Cadmium Yellow Medium (hue*) [CL | BA.a | GR.a];
 Cadmium Yellow Middle (hue*) [HO];
 Cadmium Yellow No. 2, very light [KP.p];
 Cadmium primrose 15G LITHO (green Shade) [GU];
 Cadmium Zinc lithopone;
 C.I. Pigment Yellow 35:1;
 Pigment Yellow 35:1",77205:1,"Inorganic;
Cadmium Zinc Sulfide co-precipitated with barium sulfide;
CAS 90604-89-0","Bright, light, greenish to reddish yellow;
 Good tinting strength, staining
 †Fades, although light fast, may fade when exposed to very damp conditions and excessive light over a long time. (Ref: The Artist's Handbook by Pip Seymour)",O,I,C,"Cheaper, Slightly less saturated and slightly less tinting strength as pure PY35.
 It is overall a less costly pigment but some colormen make no distinction and charge the same as if it were PY35. 
 Cadmium-Barium pigments can be up to almost 60% barium sulphate. (Ref: Painting Materials, A Short Encyclopedia, By Rutherford John Gettens, George Leslie Stout)
 ?* on the Grumbacher website and on Blick Art Materialss site, Grumbacher Cadmiums are indicated to be PY-35, However the Grumbacher web site also states they are ""coprecipated with barium sulfate"", that would make them ""Cadmium-Barium"" versions of those cadmium colors and should have a :1 after the color index name. (ie. PO20 should be PO20:1). Older Grumbacher literature do indicate these are Cadmium-Barium colors.
 Can be sensitive in acidic environments
 * See above"
PY36,Y,CIPIGMENT,36,Zinc Yellow,"Aenki;
 Amarillo de Zinc;
 Buttercup Yellow;
 C.I. Pigment Yellow 36;
 Citron Yellow;
 Giallo di Zinco;
 Jaune de Chrôme Malterve;
 Jaune de Zinc;
 Permanent Yellow;
 Pigment Yellow 36;
 Primrose Yellow,
 Ultramarine Yellow;
 Yellow Button Of Gold;
 Zinc Yellow [WN.od?];
 Zinc Chromate;
 Zinc Chrome;
 Zinc Chrome Yellow;
 Zinkgelb;",77955,"Inorganic, synthetic mineral; Zinc chromate;
zinc potassium chromate hydrate;
Co-precipitated calcium and zinc chromates;
CAS 37300-23-5",Bright greenish yellow,X,I,B,"used as corrosion/rust inhibitor in specialty paints, rarely, if ever, used in artists' paint."
PY36:1,Y,CIPIGMENT,36.1,Basic Zinc Yellow,"Basic Zinc Yellow;
 C.I. Pigment Yellow 36:1;
 Pigment Yellow 36:1;
 Zinc Yellow",77956,"Inorganic;
 zinc chromate hydroxide;
 Zinc Tetroxychromate",Dull reddish yellow,T,I,B,"used as corrosion/rust inhibitor in specialty paints, rarely if ever used in artists' paint."
