slug,colorCode,type,number,name,alternateNames,ciConstitutionNumber,composition,description,transparencyRatingCode,lightfastRatingCode,toxicity,notes
PW10,W,CIPIGMENT,10,Barium Carbonate,"Barium Carbonate;
 Barium Monocarbonate;
 Barium Salt;
 Carbonic Acid;
 C.I. Pigment White 10;
 Cocks Comb Spar;
 Durex White
 Pigment White 10;
 Ponderous Spar;
 Witherite",77099,"Barium Carbonate, A heavy white powder that occurs in nature as the mineral witherite (Ref at Boston Fine Arts CAMEO Art Materials Database);
 CAS 513-77-9",White powder,S/T,X,D,"*used as rat poison, forms barium chloride in the presence of stomach acid"
PW11,W,CIPIGMENT,11,Antimony White,"Algarotti White;
 Antimonious Oxide;
 Antimony(III) Oxide;
 Antimony Bloom;
 Antimony Oxide;
 Antimony Peroxide;
 Antimony Sesquioxide;
 Antimony Trioxide;
 Antimony White;
 C.I. Pigment White 11;
 Exitelite;
 Flowers of Antimony;
 Pigment White 11;
 Senarmontite;
 Timonox;
 Valentinite (natural mineral);
 White Antimony;
 White Star Timonox;",77052,"Antimony(III) oxide;
 Antimony Oxide;
 Antimony Peroxide;
 Antimony Sesquioxide;
 Antimony Trioxide (Ref at Boston Fine Arts CAMEO Art Materials Database);
 Antimony White (Ref at Boston Fine Arts CAMEO Art Materials Database);
 CAS 1309-64-4",Powder white,O,I,C,May be darkened by hydrogen sulfide
PW12,W,CIPIGMENT,12,Zirconium Oxide,"Baddeleyite;
 C.I. Pigment White 12;
 Zircon White;
 Zirconium Oxide",77990,"Zirconium Oxide
 Baddeleyite is the natural mineral. (Ref Pigment Compendium, 2008),",,X,X,,
PW13,W,CIPIGMENT,13,Barium Tungstate,"Barium Tungstate;
 Barium White;
 Barium wolframate;
 C.I. Pigment White 13;
 Pigment White 13;
 Tungstate of Baryta;
 Tungstate White;
 Tungsten white;
 Wolfram white",77128,"Barium Tungstate;
 CAS 7787-42-0",White,X,I,C,
PW14,W,CIPIGMENT,14,Bismuth Oxychloride,"Bismuth White;
 Bi-Flair;
 Biluna Bismuth Oxy;
 Blanc d'Espagne;
 Blanc de Perle;
 Chloride Crystals;
 C.I. Pigment White 14;
 Liquid Mirror [TA.a.af];
 Magistery of Bismuth;
 Pigment White 14",77163,"Bismuth Chloride Oxide; Bismuth Oxychloride;
 CAS 7787-59-9",Silvery white with pearlescent or iridescence properties,X,X,A,"Often used in cosmetics to produce pearlescent shine; Often used to add metallic or pearlescent properties to paints.; 
 *Can cause allergies and other claimed skin problems when used as cosmetic"
PW15,W,CIPIGMENT,15,Tin Oxide,"Cassiterite;
 C.I. Pigment White 15;
 Flowers of Tin;
 Flowersoftin;
 Mesa;
 Pigment White 15;
 Stannic Anhydride;
 Stannic Oxide;
 Stannous Oxide;
 Tin Dioxide;
 Tin Mono Oxide
 Tin Oxide;
 White Tin Oxide",77861,"Tin Oxide;
 Tin(IV) Oxide;
 Tin Monoxide;
 Tin III Oxide;
 Tin Dioxide; 
 Tin(II) oxide / Stannous oxide= SnO
 Tin(IV) oxide / Tin dioxide / Stannic oxide= SnO2
 CAS # 21651-19-4 = (stannous oxide);
 CAS # 18282-10-5 = (stannic oxide), tin protoxide
 Tin Peroxide (Chemical references)
 Cassiterite (natural tin oxide ore) -mindat.org (Ref);",white to gray with slight pearlescent sheen,O,I,A,"Used to give subtle pearlescent properties to artist paints and pigments; Probably not used much as a white pigment on it's own.
 Tin dioxide (tin(IV) oxide), also known as stannic oxide [Wikiipedia Ref]
 Used in make-up
 (not recommended due to Persistence and bioaccumulation);
 Used mostly in ceramic glazes; 
 Used as a polishing agent for glass and metals;
 * Light fast but affected by acids. Most artist oil bases are slightly acidic. If used to make oil paint, it would be wise to conduct tests with your formulation to determine suitability.
 ** Respiratory irritant, wear a mask when working with dry pigment."
PW16,W,CIPIGMENT,16,Lead Silicate,"Alamosite;
 Basic Lead Silicate;
 Basic Silicate White Lead;
 C.I. Pigment White 16;
 Lead Bisilicate; 
 Lead Frits;
 Lead Metasilicate;
 Lead Monosilicate; 
 Lead-m-silicate;
 Lead Silicate;
 Lead White
 Pigment White 16",77625,"Alamosite is the natural mineral (Ref); Fused Silica sand and Litharge (Ref);
 CAS 10099-76-0",White,O,X,C,
PW17,W,CIPIGMENT,17,Bismuth Subnitrate,"Bismuth Nitrate;
 Bismuth Subnitrate;
 Bismuth Subnitricum;
 Bismuth White [KP.p];
 Bismuthyl Nitrate;
 Bismuth Oxynitrate;
 Bismuth Yellow;
 Blanc de fard;
 Bougival White;
 C.I. Pigment White 17;
 Magistery of Bismuth;
 Novismuth;
 Paint White;
 Pearl White;
 Pearl White Bismuth Nitrate Oxide [KP.p];
 Pigment White 17;
 Spanish White;
 Subnitrate of Bismuth",77169,"Basic Bismuth Nitrate; 
 Bismuth hydroxide nitrate oxide;
 CAS 10361- 44-1;
 CAS 54392-33-5",Pearlescent white; Microcrystalline powder,O,II,A,"May be darkened by hydrogen sulfide, May yellow (Ref Color index 3rd Ed., V.4, Inorganic colourants CI 77169); 
 Was formerly used as an antiacid and wound dressing (Ref).
 *Can cause allergies and other claimed skin problems when used as cosmetic"
PW18,W,CIPIGMENT,18,Chalk,"Aragonite [KP.p];
 Alba Albula [KP.p];
 Alabaster White;
 Aragonite;
 Bianco Carrara White Marble Dust [NP.p];
 Bianco di Sangiovanni;
 Bianco san Giovanni;
 Biancho Secco;
 Bianco Verona White Marble Dust [NP.p];
 Bologna Chalk [NP.p];
 Calcite [NP.p];
 Calcite White [KP.p];
 Calcium Carbonate;
 Carrara marmor dust [KP.p];
 Carrara Marble, White [KP.p];
 Chalk [GEN | NP.p]; 
 Chalk from Bologna [KP.p];
 Chalk from Champagne [KP.p];
 Chalk from Ruegen [KP.p];
 C.I. Pigment White 18;
 Coarse calcium carbonate chalk [KA];
 Colourless [RT];
 Egg Shell White [KP.p1 ]
 English White;
  Extra-fine calcium carbonate chalk [KA]; 
 Gilders Gesso;
 Gilders Whiting;
 Grey Chalk from Sarti [SI.p];
 Lime White;
 Limestone;
 Marble;
 Marble Dust [GEN | DS.pd | EP.p | KP.p | SI.p | UT];
 Marble Dust Italian [KP.p];
 Marble Flour [EP.p];
 Marble Flour Extra Fine [EP.p];
 Marble Meal [EP.p];
 Paris White;
 PCD French Chalk [SI.p]; 
 Pigment White 18;
 Powdered Marble [SCH];
 Saint John’s White;
 Sarti Chalk Greyish [KP.p];
 Stone Chalk [KP.p];
 Tailor's Chalk;
 Travertine;
 Troy White;
 Troyes White;
 Veroneser White [KP.p];
 Veronese White Marble[KP.p];
 White Chalk [KP.p];
 White Earth from Carrara [MA.o];
 Whiting [GEN | GB.o.p | SI.p];
 Whiting Chalk [EP.p];
 Yellow Chalk from Sarti [SI.p]","77220 +
 77713","Inorganic; 
 Chalk, Limestone, Marble;
 Natural Calcium carbonate with Magnesium carbonate as an impurity;
 Making pigments: lime white at webexhibits.org
 Calcium carbonate CaCO3 / Magnesium carbonate MgCO3
 CAS 471-34-1","Pure white to creamy white, blue, or gray off white;",X,I,A,"Can be affected by acids;
 Used to neutralize acids in artist papers, painting conservation & 'sour stomachs'***;
 Sometimes used as a white in watercolor & Fresco.
 Generally used as base for lake pigments or an extender, thickener, and matting agent in artist paints. It is also used to add tooth to oil paint grounds, acrylic gesso and primers; 
 Added to watercolors to make Gouache in artist, designer and illustrator paints. Used with Titanium White to make watercolor gouache paints matte and more opaque, this is not usually indicated on the art suppliers literature, or label;
 Promotes thru drying and other claimed benefits to an oil paint film, see Calsite Sun Oil and Chalk Putty. More info on Calsite mediums from Natural Pigments.;
 Added to lead white to make the soft translucent mixing white Ceruse (Ref. Natural Pigments);
 Marble (chalk) in solid form is used for sculpture, pottery, architecture and many other arts.
 * Opaque in water media, but nearly transparent in oil Binder.;
 ** not rated by the ASTM. The rating given is from BWS, product literature and anecdotal evidence, but not actual personal tests.
 I would suggest making your own tests in the binder or brand of choice to verify fastness.
 *** Artist grade materials are not food grade or pharmaceutical grade and may contain contaminants, do not ingest, avoid dust.
 1 Kremer Egg Shell White is made from actual egg shells. See Egg Shell listing above for more info."
PW18:1,W,CIPIGMENT,18.1,Dolomite,"Ankerite;
 Aragonite;
 Calcite;
 C.I. Pigment White 18:1;
 Dolomite [KP.p];
 Dolomitic Limestone;
 Egyptian Dolomite;
 Huntite;
 Magnacite;
 Pearl Spar;
 Pigment White 18:1;
 Spanish White [KP.p];
 Sugar Dolomite [KP.p];","77220:1 +
 77713:1","Inorganic;
 Natural Calcium carbonate with Magnesium carbonate; 
 Mineral info: (Ref. Wikipedia); (Ref. webmineral.com); (Ref. mindat.org); 
 ""As a common component of
 limestones and marbles, dolomite can be used as a base for lake pigments and in frescos where it may occur in the intonaco coat."" (see Ref. Dolomite, Pigment Compendium A Dictionary of Historical Pigments; by Nicholas Eastaugh, Valentine Walsh, Tracey Chaplin and Ruth Siddall; 2008; p.147-148); 
 CAS 7000-29-5;
 CAS 546-93-0",White to pale pink to yellowish white,X,I,A,"* Nearly transparent extender in oils
 see above for more info
 ** see above"
PW19,W,CIPIGMENT,19,Kaolin,"Aluminum Silicate Hydroxide;
 Argilla;
 Bentone;
 Bentonite [KP.p];
 Bolus Alba;
 Brick Dust;
 Caolin;
 China Clay [DS.pd; KP.p];
 China clay, kaolin [KA];
 C.I. Pigment White 19;
 Devonshire Clay;
 Electros;
 English Caolin;
 Hydrated Aluminium Silicate
 Kaolin [GU];
 Kaolinite;
 Natural White Earth [KP.p];
 Neokaolin;
 Organoclay [NP.p];
 Paper Clay;
 Pipe Clay;
 Pyrophyllite;
 Pigment White 19;
 Porcelain Clay;
 Supreme White; 
 Vicenza Earth [NP.p];
 White Bole;
 White Bolus;
 White Heart;
 White Kaolinite [NP.p];","77004
 77005","Inorganic;
 White Clay Rock, mostly natural hydrated Aluminium Silicate with Impurities of Magnesium, Iron carbonates, Ferric hydroxide, Mica, Quartz-sand, etc. (Ref Colorindex 3rd Ed., V.4, Inorganic colourants CI 77004)
 Kaolin (Ref at Boston Fine Arts CAMEO Art Materials Database);
 *** Organoclay is a derivative of a bentonite.
 CAS 8047-76-5","Bright White; can have blue, green, red, orange or brown undertones*",X,I,A,"* Calcined Kaolin produces whiter shades.;
 ** Opacity depends on manufacture, binder and other mineral properties.;
 *** Oil absorption varies some by manufacture method & particle size. Purity and other natural mineral properties may have some effects.
 see inert pigments"
