slug,colorCode,type,number,name,alternateNames,ciConstitutionNumber,composition,description,transparencyRatingCode,lightfastRatingCode,toxicity,notes
PB15:6,B,CIPIGMENT,15.6,Phthalocyanine Blue,"C.I. Pigment Blue 15:6;
 Cobalt Blue (Phthalo) [LK];
 Helio Blue Reddish [SCH.p];
 Helio Blue RS [SCH]; 
 Old Holland Blue [OH.w];
 Phthalo Blue [LK];
 Phthalo Blue Red [RT.o];
 Phthalo Blue Red Shade [DS.w | OH.a];
 Phthalo Blue RS [DS.w];
 Phthalo Blue Reddish [KP.p | SCH.p];
 Phthalocyanine Blue;
 Phthalocyanine Blue Epsilon;
 Phthalocyanine Blue (red shade) [LQ.a];
 Pigment Blue 15:6;
 Translucent Oriental Blue [SCH.o(Mus)];
 Plus numerous hues of less lightfast or more expensive pigments (i.e. Cerulean; Cobalt; etc.) alone and In mixtures","74160
 e form","Synthetic Organic;
 Epsilon Copper Phthalocyanine;
 CAS 147-14-8","Intense deep blue in mass tone reddish to greenish bright blue in shades;
 Heavily staining w/ over powering tinting strength, unless extended.;
 † Darkens, Dulls (see PB15 above)",T,II,A,"Extremely powerful tint strength, usually extended to some degree; 
 * Appears to have slightly less lightfastness in some brands of watercolors than plain old PB-15, but still rated as excellent in watercolor tests by Bruce MacEvoy @ handprint.com. See PB-15 @ Handprint.com;
 Particle size effects color and lightfastness (Ref handprint.com)
 ** Phthalo Blues have no significant hazards, may have traces of suspected carcinogen, teratogen. Before 1982 samples may be contaminated with traces of PCB (Ref Blick Art Materials pigment info);
 (Ref: CAMEO Materials Database at Boston Fine Arts);"
PB16,B,CIPIGMENT,16,"Heliogen Blue L 7560;
 Phthalocyanine turquoise","Brilliant Green Blue [LK];
 Caribbean Blue [OH.o.w];
 C.I. Pigment Blue 16;
 Free Base Phthalocyanine;
 Gafast Pigment Blue 16;
 Green Blue [HO.wo.];
 Heliogen Blue L 7560 [BASF];
 Helio Turquoise [SCH.g.w];
 Marine Blue [HO.w];
 Phthalo Blue Green Shade [ OH.a];
 Phthalocyanine Turquoise;
 Phthalo Turquoise [DV.w | GU | LK | SCH.a.p | WN.w.wp]; 
 Pigment Blue 16;
 Sapphire blue [LB.o];
 Translucent Turquoise [SCH.o(Mus)];
 Turquoise [LK]; 
 Turquoise Green [MA.o.w | UT.w];",74100,"Synthetic Organic;
 Metal Free Phthalocyanine;
 Free Base Phthalocyanine;
 (Ref: Industrial Organic Pigments: Production, Properties, Applications, By Willy Herbst, Klaus Hunger, ©2004, pg. 423); Buy Printed Version at Amazon 
  
 (Ref: Tech Data PDF at ghardapigments.com)
 CAS 574-93-6","Intense deep greenish / turquoise blue in mass tone, greenish bright blue in shades;
 Heavily staining w/ high tinting strength;
 † Darkens, Dulls* but only after many years of exposure.",S/T,II,A,"* Most of the Phthalocyanine pigments can ""bronze"" over (develope a distracting dull iridescent sheen) in masstone, usually additives & modern manufacturing techniques help prevent or eliminate this. Cheap student grade paints may exhibit bronzing.
 Phthalocyanines Have a tendency to flocculate (granulate) extremely, but paint makers usually add additives like surfactants & flow improvers to counteract this, as a result, they are usually non-granulating in watercolors.;
 ** Not rated by the ASTM in watercolors. Lightfastness rated as excellent in tests by Bruce MacEvoy @ handprint.com. Appears to be slightly less light fast than PB-16 in watercolor. See PB-16 @ Handprint.com;
 *** Phthalo Blues have no significant hazards (Ref Blick Art Materials pigment info);"
PB17,B,CIPIGMENT,17,Phthalocyanine Cyan,"Antique Turquoise [HO.w(ant)];
 Blue Lake;
 C.I. Pigment Blue 17 
 Cyan Blue;
 Fast Sky Blue Lake;
 Katsura Blue [HO.g];
 Malachite Blue Lake;
 Peacock Blue [HO.wd];
 Phthalo Cyan;
 Phthalocyanine Blue;
 Phthalocyanine Cyan;
 Pigment Blue 17;
 Pure Blue (Primary Blue) [HO.g]; 
 Seikalight Blue A612;
 Sky Blue;
 Sky Blue Lake;","74180
 74200","Synthetic Organic;
 Barium salt of trisulphonated phthalocyanine blue; C.I. 74160;
 Copper phthalocyanine heated with 40% Sulfuric acid above 60 ℃, di-or tri-sulfonated, then precipitated on a barium salt;
 Made using concentrated sulfuric acid for the green shade, diluted SO4 for a greener blue, and olive green. (Ref. DyeStuff)
 C32-H16-CuN-8-O6-S2
 CAS 71799-04-7","Bright greenish blue*
 Heavily staining w/ high tinting strength;
 † Darkens, Dulls* but only after many years of exposure.",S/T,I,A,"** Most of the Phthalocyanine pigments can ""bronze"" over (develope a distracting dull iridescent sheen) in masstone, usually additives & modern manufacturing techniques help prevent or eliminate this. Cheap student grade paints may exhibit this bronzing.
 Phthalocyanines Have a tendency to flocculate (granulate) extremely, but paint makers usually add additives like surfactants & flow improvers to counteract this, as a result, they are usually non-granulating in watercolors.;
 ** Not rated by the ASTM. Lightfastness rated as excellent in tests by Bruce MacEvoy @ handprint.com.  See PB-17 @ Handprint.com;
 *** Phthalo Blues have no significant hazards, Before 1982 samples may be contaminated with traces of PCB (Ref Blick Art Materials pigment info);"
PB17:1,B,CIPIGMENT,17.1,Fast Sky Blue Lake,"Fast Blue 4230;
 Fast Sky Blue Lake;
 Greenish Blue Lake;
 Sky Blue Lake",74180,"Barium salt of trisulphonated phthalocyanine blue; C.I. 74160;
 Barium copper(2+) phthalocyanine-29,31-diide-8,22-disulfonate (1:1:1)
 C32-H14-CuN8-O6-S2, Ba
 CAS 67340-41-4
 EC 266-653-0",Bright green blue;,X,II,A,"see above;
 There seems to be confusion in the literature, PB-17 and PB-17:1 seem to be referred to each other as the same pigment, with the references sometimes using the same CAS no. & Brand names and sometimes using different CAS numbers for each pigment.?
 * Blue wool scale seems low for a phthalocyanine
 ** see above"
PB22,B,CIPIGMENT,22,Indanthrone Blue,"Rubber Blue GD;
 C.I.Vat Blue 4;
 C.I. Pigment Blue 22;
 Indanthrone Blue;
 Pigment Blue 22",69810,"Synthetic Oraganic;
 anthraquinones;
 Indanthrone chlorinated with sulfuryl chloride, modified with concentrated sulfuric acid for yellow brown, diluted SO4 for blue and In a basic solution for reddish blue shades*;
 C.I.Vat Blue 4, C.I. 69800 with Sulfuryl chloride chlorination.
 C28-H13-Cl-N2-O4
 CAS 1324-27-2",Reddish light navy blue,X,I,A,"Not used in any artist paints currently, but is used in auto finishes, plastics and inks. There is probably no advantage to using this pigment as opposed to PB-60, they both seem to be similar shades and PB 60 is readily available.
 * seems to indicate sensitivity to acids or bases?
 **? Not rated by ASTM, the only sources I could find indicated excellent lightfastness. (DyeStuff)
 ***? anthraquinones & Indanthrones, in general, are not considered toxic, however i have not been able to confirm this in regards to this specific pigment."
PB24,B,CIPIGMENT,24,Ichomine Turquoise Blue G,"C.I. Pigment Blue 24;
 Erioglaucine;
 FD & C Blue 1;
 Ichomine Turquoise Blue G;
 Peacock Blue;
 Pigment Blue 24;
 Symuler Fast Blue 4198;",42090:1,"Inorganic; Triphenylmethane;
 CAS 6548-12-5",Bright greenish blue,X,IV,,"used in color process inks, colored pencils and low cost watercolors"
PB25,B,CIPIGMENT,25,Pigment Blue 25,"C.I. Pigment Blue 25;
 Congo Blue;
 Pigment Blue 25;
 Symuler Fast Blue 4198",21180,"Synthetic organic;
 Disazo;
 CAS 10127-03-4",Reddish navy,X,II,A,-
PB27,B,CIPIGMENT,27,Prussian Blue,"American Blue;
 Ammonium Prussian Blue;
 Antwerp Blue [AS | WN.w.wp.wp(L)];
 Antwerpener Blau;
 Antwerpener Blue;
 Ariabel Dark Blue;
 Azul de Amberes;
 Azul de Prusia;
 Berlin Blue;
 Berlinisch Blau;
 Berlin Green;
 Bleu d'Anversa;
 Bleu de prusse [LB.o];
 Bleu di Prussia;
 Bleu Mineral;
 Blue Ferrite;
 Blue Solfort Milori;
 Bronze Blue;
 Brunswick Blue;
 Celestial Blue;
 C.I. Pigment Blue 27;
 China Blue; 
 Chinese Blue;
 Delfter blue;
 Engineer's Blue;
 Erlanger blue;
 French Blue;
 Gas Blue;
 Haarlem Blue;
 Haerlem Blue;
 Hamburg Blue;
 Ink Blue; 
 Iron Blue;
 Konjo;
 Lacquer Blue;
 Leitch's Blue;
 Louise Blue;
 Laundry Blue;
 Mansa Blue;
 Mineral Blue;
 Miloriblau;
 Milori Blue;
 Milori Blue Micronised;
 Monthier Blue;
 Monthier's Blue;
 New Blue;
 Oriental Blue;
 Paste Blue; 
 Paris Blue [KP.p];
 Parisian Blue;
 Parisian (Prussian) Blue Extra [OH.w];
 Persian Blue;
 Pigment Blue 27;
 Potash Blue;
 Preußisch blau;
 Preussisch blau; 
 Prussian Blue [GEN | AS | BA.o.o.w | CAS.k | CH | CL |DR.o.o(georg).o. w.w | DS.i.o.pd.w | DV.o.w | GR.o.o.w.w.wo | GU | HO.g.o.w.wo | KA.o.p | KP.p | LB.o | LK | MA.g.o(artis).o.p.w.w | MG.g.o.w | MH.o | MT | MR.o | MW.o.wo | PF.o.o | RGH.o.p | RF.e | ROSS.o | RT.o.o.w.wo | SCH.g.o.o(Mus).p.w | SE.o.os.p.t.w | SH.w | SV | SQ.a | UT.o.w | WL.o.p | WN.g.k.o.wo.w.w.wp.];
 Prussian Blue (Milori) [KA.p | WL.o];
 Prussian Blue (Milori blue) [SI.p]; 
 Prussian/Paris Blue [SCH.o(Mus).p];
 Steel Blue;
 Soluble Blue;
 Soul Blue [MA.o(HD)];
 Toning Blue;
 True Prussian Blue [PF];
 Turnbull's Blue;
 VossenblauNach;
 Vossen Blue® ;
 Wasserblau;
 Water Blue;
 Wilkinson’s Blue",77510,"Synthetic Inorganic;
 ""Produced by oxidation of ferrous ferrocyanide salts. It contains ferric hexacyanoferrate(II) in a cubic lattice crystal structure""  (Ref. DrugBank.com)
 PB-27 Ferric Ferrocyanide @ PubChem Chemical Database
 iron(III) hexacyanoferrate(II);
 Ferric Ammonium Ferrocyanide; (Ref webexhibits.org); 
 Spectral radiative properties @ LBNL Pigment Database ; 
 Making pigments: Prussian Blue at webexhibits.org;
 Manufacture and Info on Chemical synthesis at YouTube-NileRed channel
 Fe4-[Fe(CN)6]3 or
 C18-Fe7-N18;
 CAS 14038-43-8;
 CAS 12240-15-2 (Chemical Book); 
 CAS 25869-00-5;
 EC 237-875-5","Deep blue, greenish undertone1
 Staining w/ good tinting strength
 1  The exact hue depends on the method of preparation, and particle size.
 † Fades; ""turns brownish in the presence of alkalis or heat"" (CAMEO)",S/T,I,A,"First synthesized by the paint maker Diesbach in Berlin around 1706, accidentally created when Diesbach used potash tainted with blood to create some red cochineal dye. (Ref. Wikipedia);
 Prussian Blue, PB 27@ CAMEO Art Materials Database) 
 Found on Nazi gas chamber walls as evidence of cyanide gas (Ref. VHO.org); 
 Milori Blue is the most common variety (usually still named Prussian Blue), is said to be a more stable form (Ref at Blue Ridge oil paints); 
 Antwerp Blue ""is a derivative of Prussian Blue. The color strength is weaker than that of Prussian Blue for it has been reduced with Alumina"". (Ref Dictionary of Artists' Oil Pigments: Their Chemical and Physical Properties by R. Bruce Handlong, 1969)
 Brunswick Blue is ""Prussian blue precipitated onto a base of barium sulfate (barytes)"". Probably a weaker shade as it has been essentially diluted. (Ref Pigment Compendium p.95, amazon link);
 Turnbull's Blue is the same substance, but is made from different reagents, and its slightly different color stems from different impurities (Ref. Wikipedia); 
 Chinese Blue ""is considered the finest grade of Prussian Blue, it has a greenish undertone"" (Ref. Pigment Compendium);
 ""Bronze Blue is a variety of Prussian Blue showing a sheen when viewed from an angle."";
 ""Gas Blue is made direct from gas liquors instead of crystallized ferrocyanide."";
 Steel Blue is the grey-blue form (Ref Colorindex 3rd Ed., V.4, Inorganic colourants CI 77510)
 Berlin Green is described as Ferric ferricyanide a ""Precipitate potassium ferricyanide with ferric chloride"" in the Colorindex 3rd Ed., V.4, Inorganic colorants chemical constitution numbers CI 77533; 
 * In watercolors tested by Bruce MacEvoy, of handprint.com, lightfastness tested 8; 8 (excellent) in many brands of watercolor paints, but it was ""unusually variable both within and across brands"" with some brands being almost fugitive. Find out more about PB-27 in watercolor @ handprint.com
 The Blue Wool Scales listed indicate a fair amount of drop off in light fastness for heavy tints.
 Purity may have an effect on stability (Ref: Industrial chemistry: a manual for the student and manufacturer, edited by Allen Rogers, 1919, p 398); See free art Books Page
 ** ""Despite the fact that it is prepared from cyanide salts, Prussian blue is not toxic because the cyanide groups are tightly bound to iron"". (Ref. Wikipedia)
  Can produce highly toxic hydrogen cyanide gas if heated to very high temperatures or treated with concentrated acid or ultraviolet radiation (Ref Tucson Art Hazards); (Ref. CAMEO Art Materials Database)
 Prussian blue is also used as a 'Chelating' Drug: ""orally administered for clinical purposes to be used as an antidote for certain kinds of heavy metal poisoning, such as thallium and radioactive isotopes of caesium. Prussian blue is included in the World Health Organization Model List of Essential Medicines as a specific antidote used in poisonings to provide symptomatic and supportive treatment."" (Ref. DrugBank.com). (Artist grade pigments are not made to pharmaceutical standards. DO NOT try this at home! ...unless it's WW III and you really need to get that radioactive caesium out of your system fast...)."
PB27:1,B,CIPIGMENT,27.1,Prussian Blue,"C.I. Pigment Blue 27:1;
 Prussian Blue [DV.k. | GB.o.p];
 Pigment Blue 27:1
 see above PB27 for other names",77510:1,Ferri-ammonium ferrocyanide,Dark greenish blue,T,I,B,"I couldn't find a definitive statement, but my guess the PB-27:1 variety is one or both of the following:
 Brunswick Blue, Prussian blue precipitated onto a base of barium sulfate (barytes). (Ref Pigment Compendium p.95);
 Turnbull's Blue is Ferri-ammonium ferrocyanide, made from different reagents (Ref. Wikipedia); 
 * see above, it's possible that this version has different light fastness. Many brands don't differentiate between the colon numbers and just call everything the main C.I. name."
PB28,B,CIPIGMENT,28,Cobalt Blue,"Aluminate;
 Arctic Blue No.3;
 Azul de Cobalto;
 Binder’s Cobalt Blue;
 Bleu Cobalto;
 Bleu de Cobalt;
 Blue de Thenard;
 Blue cobalt aluminate;
 Cerulean Blue (hue);
 Cerulean Blue Light (hue) [RGH.o];
 C.I. Pigment Blue 28; 
 Cobalt Aluminate;
 Cobalt Aluminate Blue Spinel;
 Cobalt Bermuda Blue [GU.pd]; 
 Cobalt Blue [GEN | AS | BA.a.w | BX.o.w | BR | CAS.k | CL | CR.ao.o |DR.a.t.w | DS.ad.o.w | DV.a.af.k.o.w | GB.o.p | GO.a.af.ag.ao | GR.o.w.wo | HO.a.g.o.w.wo | KA.o.p | LA.a | LB.o | LK | LQ.a | MA.a | MG.a.g.o.w | MH.o | MR.o | MT | MW.o | OH.a.o.w | RF.e | RGH.o.p | RT.a.o.w.wo | TA.a.af | SH.w | SV | SE.a.w | SQ.a | TA.a. | UT.a.o.w | WL.o.p | WN.a.g.k.o.wo.w.w.wp.wp(L)];
 Cobalt Blue Dark [GU.pd | SI.p | KP.p]; 
 Cobalt Blue Dark, light greenish hue [KP.p];
 Cobalt Blue Dark (red shade) [GU];
 Cobalt Blue Deep [DV.w | HO.o | MA.o.o(artis).p.w | WL.o.p];
 Cobalt Blue (Genuine) [CH];
 Cobalt Blue Light [DV | GU | KP.p | MA.o.o(artis).p.w | RT.o | SCH.a.g.o.o(Mus).p.w | SI.p];
 Cobalt Blue, Medium [SI.p | KP.p]; 
 Cobalt Blue Medium (red shade) [GU];
 Cobalt Blue Pale [HO.o | KP.p];
 Cobalt Blue (Primary Blue) [HO];
 Cobalt Blue Pure [UT.o];
 Cobalt Blue Red [GU];
 Cobalt Blue, Sapporo [KP.p];
 Cobalt Blue Turquoise, light [KP.p]; 
 Cobalt Colanyl Oxide Blue;
 Cobalt Teal [GB.o | MG.w]; 
 Cobalt Turquoise [GR.o.wo| HO.g.wo];
 Cobalt Turquoise Light [HO.w | KA.o];
 Cobalt Ultramarine;
 Daipyroxide Blue;
 Gahn’s Ultramarine;
 Kings Blue;
 Kobaltblau;
 Leithner Blue;
 Leyden Blue;
 Light Cobalt Blue (Genuine) [CH]; 
 Midnight Blue No.1;
 Murano Blue [MA.o(Ren)];
 Pigment Blue 28;
 Primary Blue;
 Royal Blue [PF.o;
 Royal Blue 299;
 Shepherd Artic Blue;
 Shepherd Blue;
 Smalt Blue;
 Thénard's Blue*;
 True Blue;
 True Cobalt Blue [PF.o]",77346,"Inorganic;
 Cobalt Aluminate Blue Spinel (CoAl2O4) is produced by calcining, at high temperature, a mixture of Cobalt (II) Oxide, and Aluminum (III) Oxide in varyied ratios forming a interdiffused crystalline spinel. It may include any one or more of the modifiers MgO, ZnO, Li2O and/or TiO2. (Ref Color Index 4th edition);
 More information at Boston Fine Arts CAMEO Art Materials Database;
 Mixed Metal Oxide (MMO) (Ref: The Use of Mixed Metal Oxide Pigments in Industrial Coatings
 By Kevin Biller, PCI mag, April, 2010, PCImag.com):
 Synthetic Cobaltous Aluminate;
 Oxides of Cobalt and Aluminum;
 Cobalt Aluminate Blue Spinel;
 LBNLPigment Database Spectral radiative properties;
 Cobalt Aluminate Blue Spinel (i);
 Cobalt Aluminate Blue Spinel (ii);
 Cobalt Aluminate Blue Spinel (iii); 
 Cobalt Aluminum Blue;
 Cobalt Blue;
 Making Cobalt Blue Pigment at webexhibits.org
  
 CoO + Al2O3
 CPMA 13-26-2
  
 CAS 1333-88-6; 
 CAS 1345-16-0","Greenish to Mid-shade Blue;
 Med. Staining w/ fair tinting strength
 † over time it may whiten slightly to a more pastel shade, but also could darken when mixed with Lead White.",S/O,I,B,"Discoved in 1882;
 A more in depth discussion about PB-28 in watercolors can be found @ handprint.com by Bruce MacEvoy.  See PB-28 @ Handprint.com;
 * Thénard's blue was actually a specific process for making a deep blue Cadmium pigment invented by Louis Jaques Thénard. In time, it has come to be used as a term for ""cobalt blue"" in general. (Reference Pigment Compendium, 2008);
 (Ref: at webexhibits.org)
 ** Pigments containing Cobalt require a PROP 65 label in California.
 Cobalt Spinel is not soluble in water, and so, probably poses little hazard in normal artistic use.
 Avoid dust & spray. Do not put a point on your brush with your mouth. Don't lick the paint off your fingers, use a Gov. certified soap and water to wash your hands. Danger to the environment is minuscule, but try to get all of the paint on the painting, ...and not on your clothes or pets."
PB29,B,CIPIGMENT,29,Ultramarine Blue,"Armenian Blue;
 Antique Pale Blue;
 Antique Ultramarine [HO.w(ant)];
 Armenian blue;
 Artificial Ultramarine;
 Ash Blue;
 Azure blue;
 Aazur d'Acre;
 Azzuro oltramarino; 
 Azzurrum transmarinum;
 Azzurrum ultramarine;
 Bleu Outremer [LB.o];
 Blue (Ultramarine) [DV];
 Blue Violet Deep [RGH.o];
 Brilliant Blue [DR.g];
 Brilliant Blue Purple;
 Brilliant Ultramarine;
 Cerulean Blue Hue;
 Capri Blue [MA.o(Med)];
 C.I. Pigment Blue 29; 
 Cobalt Blue (hue);
 Cobalt Blue Hue [DR | GR.w | MA | UT.a.o];
 Cobalt Blue (ultram) [RT];
 Cobalt Blue Ultramarine [RT.a.o];
 Cool Blue [MA.o(HD)];
 Dark Ultramarine Blue (Red Shade) [SE.a];
 Deep Ultramarine [PF.o];
 Deep Ultramarine Blue [CH | PF.o];
 Dolly Blue;
 Extra Pure Ultramarine Blue [MR.o];
 Factitious Ultramarine;
 French Blue;
 French Ultra Blue [BA.o.w];
 French Ultra Light Extra [OH.o.w];
 French Ultramarine [AS | BA.o | DS.ad.o.pd.w | DR.o.o.t.w | DV.af.w | GR.w | KA | RT.w | SE.o | WN.k.o.wo.w.wp.wp(L)];
 French Ultramarine Blue [GEN | BA.o.w | CR.ao.o |DR | GR.o.o.wo | MW.o.wo | RT | SE.o | UT.o.w | WN.w.wp.wp(L)];
 French Ultramarine Blue Deep [BX.w];
 French Ultramarine Extra [OH.a];
 French Ultramarine Light [BX.w | OH];
 French Ultramarine Light Extra [OH.o.w];
 French Ultramarine (R.S.) [KA.o]; 
 French Ultramarine (Red Shade) [DV.w]; 
 Genuine Lapis Lazuli [WL.o];
 Genuine Lapis Lazuli (natural Ultramarine) [DS.ad.o.w];
 German Ultramarine;
 Gmelin's Blue;
 Guimet’s Blue;
 Lapis Lazuli* [GEN |OH];
 Lapis Lazuli (hue* see notes) [BX.o];
 Lapis Lazuli (Afghanistan, standard, genuine) [NP.p];
 Lapis Lazuli (Baikal, Russia, geniune) [NP.p];
 Lapis Lazuli from Chile (geniune)[KP.p]; 
 Lapis Lazuli Genuine [GEN | DS.ad.o.w | DV.o.w];
 Lapis Lazuli, greyish-blue (geniune) [KP.p];
 Lapis Lazuli (premium geniune) [NP.p];
 Lapis Lazuli, pure (geniune) [KP.p];
 Lapis Lazuli, sky-blue (geniune) [KP.p];
 Lapis Lazuli (standard geniune) [NP.p];
 Lapiz Ultramarine;
 Lazuline Blue;
 Lazurstein;
 Lazurite (Lapis Lazuli) [NP.p];
 Lefranc Blue [LB.o];
 Light Ultramarine [PF.o.w];
 Light Ultramarine Blue [CH | GO.a | PF.o];
 Lime Blue**;
 Laundry Blue;
 Michelangelo Blue [MA.o(Ren)];
 Navy Blue;
 New Blue;
 Oltramarino;
 Oriental Blue;
 Permanent Blue [DS.o | DR.o.o.w | GR.o.wo];
 Permanent Blue (Ultramarine) [GR.o]; 
 Permanent Blue (Ultramarine Blue) [GR.o]; 
 Pierre d'azur;
 Pigment Blue 29;
 Primary Blue; 
 Royal Blue [CH];
 Sky Blue;
 Sky Blue Ultramarine [MA.p.w];
 Spanish Ultramarine [GU];
 Synthetic Ultramarine;
 True Ultramarine Blue [PF];
 Ultra Blue [AS];
 Ultra Blue Deep [OH.w];
 Ultra Green Shade [DV.w | WN.o];
 Ultra Red [GR.o];
 Ultramarine [GEN | AS | DR.a.a.a(s3hb).a(s3mb).o.w | HO.o.af | LB.o | LK | MA.a.a.o(artis) | RT.a.o.wo | WN.a.a.g.w];
 Ultramarine Deep [HO.o | MA.p];
 Ultramarine Light [HO.o | MA.p | SH.w];
 Ultramarine (Green Shade) [DV.w | WN.w.wp.];
 Ultramarine Blue [GEN | AS | BA.a.a.o.w | BR | CAS.k | CH | CL | CR.a |DS.ad.i.o.pd.w | DV.a.af.k.o.w | EP.p | GB.o.o.p | GO.a.ab.af.ag.ao | GR.w.w | HO.a.ag.o.o.w.wo | KA.ad.o.p | KP.p | LA.a | LB.av | LQ.a | MA.o(artis) | MG.a.g.o.w | MH.o | MT | OH.a.o.w | PF.o.w | RGH.o.p | RF.e | ROSS.o | SCH.a | SE.os.o.t | SQ.a | TA.a.af | UT.a.o.w | WL.o.p | WN.a];
 Ultramarine Blue Classic [TA.a.af ];
 Ultramarine Blue Dark [BR | KP.p | SI.p]; 
 Ultramarine Blue Deep [BX.o | CR.a(jo) | DS.o | GR.wo | GU | HO.g.o | JO.a | LK | MA.o(artis) | MG | MR.o | OH.a.o.w | ROSS.o | SCH.o.o(Mus).p | SE.o.p | SV | SH.w];
 Ultramarine Blue (French) [WL.o];
 Ultramarine Blue Greenish Extra [KP.p];
 Ultramarine Blue Greenish Light [KP.p | SI.p];
 Ultramarine Blue (Green Shade) [LB.o | LQ.a | SE.a | WN.w.wp];
 Ultramarine Blue Light [BX.o | BR | HO.g.o | KA.p | KP.p | LK | SCH.o.o(Mus).p | SE.p | SV];
 Ultramarine Blue Light (Green Shade) [KA.o];
 Ultramarine Blue Medium [GU];
 Ultramarine Blue (Primary) [HO.ag];
 Ultramarine Blue R2 [GU];
 Ultramarine Blue R4 [GU]; 
 Ultramarine Blue R6 [GU];
 Ultramarine Blue R8 [GU];
 Ultramarine Blue Red Shade [KA.p | LQ.a | RGH.o];
 Ultramarine Blue Reddish [KA | SI.p];
 Ultramarine Blue RS [RGH.o];
 Ultramarine Blue, very dark [KA];
 Ultramarine Deep [BX.o | HO.ag.g.o.w.wo | LB.o | LK | MA.g.o.o(artis).o.p.w.w | MR.o | RT.o.w | SE.w | SCH.g| WN];
 Ultramarine Finest [SCH.w];
 Ultramarine Green [RGH.o];
 Ultramarine (Green Shade) [DV | WN.g.o];
 Ultramarine Light [HO.ag.g.o.w.wo | LB.o | LK | MA.g.o.o.p.w | RT.o | SCH.g | SE.o.w];
 Ultramarine Primary [OH.ag];
 Ultramarine Red [GR.o.wo?**];
 Ultramarine Violet [GR.o?**];
 Victramarine Blue;
 Vein Stone
 See Lapis Lazuli.
  See Ultramarine ash;
  Also used in many hues of more expensive pigments (i.e. Cerulean; Cobalt; etc.) alone and In mixtures",77007,"Ultramarine Blue can be either the pigment extracted from Lapis Lazuli or the synthetic form polysulfide of sodium, potassium, lithium or silver alumino-silicate** (Reference from Natural Pigments); (Wikipedia Ref); (Webexhibits.org);
 Synthetic ultramarine is made by mixing anhydrous sodium sulfate or sodium carbonate with charcoal, clay, rosin, silica, sulfur, and slowly calcined in a reducing atmosphere to 1,380º F (750º C). The various shades of blues, greens, reds and violets are produced by varying heating times and temperatures, mixture proportions, and/or other modifiers. For example Ultramarine Green is the ""first product of ignition in the manufacture of Ultramarine blue by the indirect process (Ref Color Index 3rd Ed., V.4, Inorganic colorants CI 77013). Synthetic ultramarine blue has particles that rounder, finer and more even in size than the natural ultramarine. (Ref at Boston Fine Arts CAMEO Materials Database);
 Ultra-marine, means ‘from over-seas’ (Ref: Chpt.2 of The Alchemy of Paint - Ultramarine: from over the seas by Spike Bucklow);
 Lapis Lazuli (Ref at Boston Fine Arts CAMEO Art Materials Database);
 Ultramarine blue, natural (Ref at Boston Fine Arts CAMEO Materials Database);
 Ultramarine blue, synthetic (Ref at Boston Fine Arts CAMEO Materials Database);
 (Ref: Analysis of natural and artificial ultramarine blue pigments using laser
 induced breakdown and pulsed Raman spectroscopy, statistical analysis and
 light microscopy, © 2008 Elsevier B.V - PDF); 
  
 ""Since 1828 it is created by fusing together a mixture of kaolin, soda ash, Glauber's salt, sulfur, carbon and kieselguhr. The mixture being fused by heating without air for 7-10 hrs. The resulting Ultramarine Green (PG24) is cooled, then ground and mixed with 7-10% of sulfur, the blue hue develops after heating the mixture for about an hour. The resulting blue colored mass is cooled and washed, then wet ground, levigated and finally ground to a fine powder."" (Reference Color index 3rd Ed., V.4, Inorganic colorants CI 77007)
 LBNLPigment Database Spectral radiative properties;
 French Ultramarine Blue;
 Making pigments: Ultramarine at webexhibits.org;
  
 Na8-10Al6Si6O24S2-4 ;
  
  Na6-8Al6Si6O24S2-4
  
 CAS 1317-97-1;
 CAS 57455-37-5","Bright, deep blue, usually violet to mid shade blue, can be in greenish shades too***;
 Staining w/ good tinting strength;
 Usually slightly duller in natural forms, but much duller to grey in poor quality natural forms and ultramarine ash.***",S/T,I,A,"The natural Lapis has an ancient history, Ultramarine was first synthesized in 1828;
 Find out more about PB-29 in watercolor @ handprint.com
 * Although Lapis Lazuli (after purifying) and Ultramarine Blue are essentially the same chemically, Lapis Lazuli is the natural mineral source and has different working properties, it also contains iron pyrite crystals that can give it a slight 'sparkle'. Lapis Lazuli is also a much more expensive pigment so it is misleading to label Synthetic PB29 as Lapis Lazuli. 
 ** Lime Blue is a ""variety of ultramarine"" according to 'Outlines of Paint Technology by Noel Heaton, 1928'.
 *** .the color of ultramarine blue can be varied all the way from a pale greenish blue to reddish blue and on through to violet . The creation of the specific hue desired depends on the ratios of silica and alumina (Ref. Pigment Compendium, 2008 Amazon link).;
 Avoid mixing with chrome yellow."
