slug,colorCode,type,number,name,alternateNames,ciConstitutionNumber,composition,description,transparencyRatingCode,lightfastRatingCode,toxicity,notes
NR16,R,CINATURAL,16,Alizarin Purple,"Alizarin Purple;
 Alizarin Violet;
 Anthraquinone Lake 75410;
 Anthraquinone Purple;
 C.I. Natural Red 16;
 Natural Red 16;
 Purpurin;
 purpurine","58205
 75410","Purpurin and Purpuroxanthin; 
 Rubia tinctorium;
 (Ref at Boston Fine Arts);
 xanthopurpurin:
 CAS 518-83-2;
 rubiadin:
 CAS 117-02-2;
 purpuroxanthin-carboxylic acid:
 CAS 478-06-8;
 purpurin: 
 CAS 81-54-9",Deep bluish/ violet red,T,IV,A,
NR20,R,CINATURAL,20,Alkanet,"Alcanna Tinctoria;
 Aldanet;
 Alkanna alkannan;
 Alkanet Root [GEN | KA | NP.p];
 Alkannin;
 Anchusin;
 Bugloss;
 C.I. Natural Red 20;
 Dyer's Alkanet;
 Dyer's Bugloss (Alcanna tinctoria);
 Natural Red 20;
 Red;
 Orchanet Root;
 Orkane;
 Spanish Bugloss;
 Violet Carmine (hue);","75520;
 75530","A natural red dye obtained from the roots of two species of plants, the false alkanet plant, Anchusa officinalis (and A. tinctoria) and the true alkanet plant, Lawsonia alba. (Ref at Boston Fine Arts);
 alkannan:
 CAS 517-90-8 
 alkannin:
 CAS 23444-65-7
 CAS 85251-58-7",Dark purple redbrown,T,IV,A,(Ref Natural Pigments)
NR22,R,CINATURAL,22,Santalin,"C.I. Natural Red 22;
 Natural Red 22;
 Red Saunders Dye;
 Red Sanders Dye;
 Sandalwood, powder [KP.p];
 Sandalwood Red;
 Sandal Wood Shavings [KA]",75510,"Isosantalin; 
 Santalin-A, santalin-B (Deoxysantalin); Extracted from the heartwood of Indian Red Sanders tree (Pterocarpus Santalinus)
 deoxysantalin:
 CAS 6771-96-6",Reddish violet,T,IV,A,
NR23,R,CINATURAL,23,Rheumine,"C.I. Natural Red 23;
 Natural Red 23;
 Rhubarb root",75510,"1;8-Dihydroxy-3-
 methylanthra
 quinone;
 deoxysantalin:
 CAS 6771-96-6",Dull dark purple red,T,IV,A,
NR24,R,CINATURAL,24,Brazilin,"Brazil;
 Brazilin;
 Brazilwood;
 Brazilwood Sawdust [NP.p];
 Brazil Wood Shavings [KA.p];
 C.I. Natural Red 24;
 Lignum Fernambuci;
 Natural Red 24;
 Pernambuco; 
 Sappanwood",75280,"Brazilwood (Caesalpinia echinata) Red Dye Lake; 
 Brazilin (leuco form); 
 Brazilein (oxidized form);
 (Ref)
 Preparation of Lake Pigment here at Natural Pigments;",Purplish to orange red,T,IV,A,"Natural Red 24 
 Video on Periodic Videos YouTube Channel"
NR25,R,CINATURAL,25,Lac Lake,"Bengal Lac;
 Cake Lac;
 Caked Lac;
 C.I. Natural Red 25;
 Gomme Laque;
 Grained Lac;
 Gum Lac;
 Gummilack;
 Indian Lake;
 Kadi lakh;
 Lac Dye [KP.p | NP.p];
 Lac;
 Laca;
 Lacca;
 Lac Lake;
 Lakka;
 Lic-Lac;
 Natural Lacaic Acid;
 Natural Red 25;
 Seed-lac;
 Rangbatti",75450,"Extracted from shellac resin excreted by the lac insect, Laccifer Llacca or Coccus lacca; Natural laccaic acid; Lac Dye precipitated with Aluminium Hydroxide;
 CAS 476-41-5",Dark dull red,T,III,A,
NR26,R,CINATURAL,26,Carthamus Red,"Carthamus Red;
 Carthame;
 Carthamic Acid
 Carthamin;
 C.I. Natural Red 26;
 False Saffron;
 Natural Red 26;
 Safflower Red;",,Carthamic Acid; Extract obtained from the flowers of safflower Carthamus tinctoria,,T,IV,A,
NR28,R,CINATURAL,28,Archil,"Archil;
 C.I. Natural Red 28;
 Citrus Red 2;
 Cudbear;
 French Purple;
 Lacmus;
 Litmus;
 Natural Red 28;
 Orcein;
 Orchil;
 Red Indigo",758600,"Dye extracted from several species of lichen Rocella tinctoria also called orchella weeds; Now made from orcinol by hydrogen peroxide oxidation; (Ref);
 CAS 1400-62-0",Reddish brown to Purple,T,IV,A,"Acidic or basic environment changes color, used to make litmus paper."
NR31,R,CINATURAL,31,Dragon's Blood,"C.I. Natural Red 31;
 Dragon's Blood;
 Dragon's Blood IYDAHA [KP.p];
 Dragon's Blood, powder [KP.p];
 Natural Red 31;
 Palm Dragon’s Blood; 
 Sanguis Draconis;
 Socotra Dragon’s Blood","75200
 75210","Laked Resinous extraction the Rattan palm tree, Daemonorps
 Draco;
 Raman spectroscopy
 (Ref Spectrochimica Acta); 
 (Ref: Raman spectroscopic analysis of dragon’s blood resins, Edwards, Oliveira, Prendergast, c 2003)
 Dracaena Cinnabari;
 Draccorubin (CI 75200) and Dracorhodin (CI 75210)","Pink, deep red brown or orange red;
 †Fades and dulls, hue shift towards brown",T,IV,A,
PR1,R,CIPIGMENT,1,Pigment Red 1,"C.I. Pigment Red 1;
 Para Red
 Para Red Extra Light;
 Pigment Red B;
 Pigment Red 1;
 Pigment Red 1 Dark;
 Pigment Red 1 light",12070,"Synthetic Organic;
 Monoazo;
 CAS 6410-10-2",Light & Dark warm red,X,III,A,"Not used in artists paints because of bleeding (Ref CAMEO)
 * Ingestion can cause cyanosis. Inhalation may cause irritation.
 Suspected carcinogen and mutagen."
PR2,R,CIPIGMENT,2,Naphthol Red G,"C.I. Pigment Red 2;
 Fast Red F2R;
 Flame Red [DR.g];
 Heuco Red;
 Naphthol Red;
 Naphthol Red FRR;
 Naphthol Red Light;
 Pigment Red 2",12310,"Synthetic Organic Monoazo;
 Azomethine
 CAS 6041-94-7",Yellowish red (tint pink); Blueish Red*,X,II,A,*Blue and Yellow shades
PR3,R,CIPIGMENT,3,Toluidine Red,"Barn Red;
 Blockx Red [BXd];
 Bright Red [CL];
 Cadmium Red Purple Light Substitute [SE.p];
 Chinese Red
 Vermilion Hue;
 Chinese Vermilion Substitute [SE.p];
 C.I. Pigment Red 3;
 Cinnabar Red [EP.p];
 Cinnabar Red Deep (hue) [LK];
 Eljon Red;
 Eljon Scarlet;
 Geranium Lake [MR.o];
 Hansa Red;
 Hansa Scarlet RNC;
 Harrison Red;
 Helio Red;
 Helio Fast Red;
 Helios Red [SE.p];
 Imitation Vermilion;
 Kenalake Scarlet;
 Lithol Red;
 Madder Lake (hue) [PF.w];
 Monoazo Red;
 Naphthol Red;
 Permanent Intense Red [SE.t];
 Pigment Red 3;
 Poster Red [AS]; 
 Scarlet;
 Scarlet Lake [DRd];
 Solintor Scarlet;
 Spectrum Red;
 Studio Red, Helio [KP.p];
 Sunbrite Red;
 Toluidine Red BS;
 Vermilion Hue;
 Winsor Red [WNd];",12120,"Synthetic Organic;
 Monoazo; 
 Beta Naphthol Toluidine;
 CAS 2425-85-6","Dark yellow to blue shade red;
 comes in Blue and Yellow shades
 Staining
  †Fades",S/O,III,A,"Used mainly in printing inks and student or low cost paints.
 May require wetting agent to disperse pigment in binder;
 ** Not rated by the ASTM. MIR gives their ""Geranium Lake"" in oils a rating of 'good'. BWS seem to indicate OK light fastness in masstone, but falls off steeply in tints.
 Rated fair to poor in watercolors at handprint. More info on PR 3 when used in watercolors @ handprint.com
 Not recommended for permanent art work."
PR4,R,CIPIGMENT,4,Permanent Red R,"Aniline Red;
 Brilliant Red [DR.g | MA.a];
 Blazing Red;
 Cadmium Red Light Substitute [SE.p];
 Chinese Red Vermilion Hue; 
 Chlorinated Para Red;
 C.I. Pigment Red 4;
 Cinnabar Red Light (hue) [LK]; 
 D&C Red No 36 308260;
 FAST RED R;
 Fire Red [CL]; 
 Flaming Red;
 French Vermilion Red (hue) [SE.os];
 French Vermilion (hue) [SE.os];
 Hansa Red R;
 Magenta;
 Permanent Red R;
 Pigment Red 4;
 Red Orange;
 Signal Red;
 Tangerine [DR.g];
 Vermilion (hue) [MR.o | SCH | SE.t]; 
 Vermilion Red (hue);",12085,"Synthetic Organic;
 Monoazo; 
 Beta naphthol;
 Chlorinated para-nitroaniline;
 Chlor-Ortho-Nitraniline;
 Aniline Red; (Ref at Boston Fine Arts CAMEO);
 CAS 2814-77-9","Bright Yellowish Red, Reddish orange",O,IV,A,"The classic lipstick Red;
 * not recommended for permanent art work."
PR5,R,CIPIGMENT,5,Naphthol Red DK,"Carmine (hue) [DR | HO.g];
 Carmine Red (hue) [PF];
 C.I. Pigment Red 5;
 Crimson [DR];
 Fast Carmine FB;
 Magenta [PF.o];
 Naphthol Carmine FB;
 Naphthol Crimson [DR.a]; 
 Naphthol ITR;
 Naphthol Red [DR.a];
 Naphthol Red DK;
 Naphthol Red Medium [GO.a.ab.af.ao];
 Permanent Carmine [PF.w];
 Permanent Carmine FB;
 Pigment Red 5",12490,"Synthetic Organic;
 Monoazo; 
 Naphthol;
 CAS 6410-41-9",Bright Light Blueish Red,S/T,IV,A,"Usually only used in Inks or student, and cheap mass market paints.
 * I would avoid this pigment for permanent art, as there are many other modern reds in this color space that perform excellently."
PR6,R,CIPIGMENT,6,Permanent Red Y,"C.I. Pigment Red 6;
 Parachlor Red;
 Permanent Red Y;
 Pigment Red 6;
 Sunglow Red",12090,"Synthetic Organic;
 Monoazo;
 CAS 6410-13-5",Bright yellowish red,X,X,A,
PR7,R,CIPIGMENT,7,Naphthol Crimson Red AS-TR,"Alizarine Red [GU];
 Brilliant Alizarine (hue);
 C.I. Pigment Red 7;
 Naphthol Red AS-TR;
 Permanent Carmine;
 Permanent Crimson;
 Pigment Red 7;
 Purple Madder (hue) [RGH.o]",12420,"Synthetic Organic;
 Monoazo; 
 Naphthol AS;",Bright Blue Red,S/T,II,A,
PR8,R,CIPIGMENT,8,Permanent Red F4R,"C.I. Pigment Red 8;
 FAST RED F4R;
 Naphthol Red;
 Pigment Red 8",12335,"Synthetic Organic;
 Monoazo;
 Naphthol;
 CAS 6410-30-6","Yellowish red, bluish pink undertone",S/O,III,A,
PR9,R,CIPIGMENT,9,Naphthol AS Red,"Brilliant Red [MA.a];
 Brilliant Red Light;
 Cadmium Red Hue [DR.w];
 Cadmium Red Imitation;
 Cadmium Scarlet Hue [CR.a];
 C.I. Pigment Red 9; 
 Flame Red [HO.a.g];
 Hostafine Red FRLL;
 London Red [WNd];
 Naphthol AS-OL;
 Naphthol Red FRLL;
 Naphthol Red Deep;
 Naphthol Red Light [BA.a | CR.ao.o | LQ.a];
 Naphthol Scarlet [GB.o.o];
 Permanent Red [LA.a | MA.p]; 
 Permanent Red Deep [LKd];
 Permanent Red FRLL [KP.p];
 Permanent Scarlet; 
 Pigment Red 9;
 Poppy Red [AS]; 
 Red Vermilion (hue) [LB.av];
 Scarlet [HO.ag];
 Ton Rouge de Cadmium Clair [LB.o];
 Vermillion (hue) [LK]; 
 Vermilion Hue [DR.a.a(s3hb).a(s3mb) | WN.a.a];
 Vermillion Deep (hue) [LK];
 Vermilion light (hue) [LK]; 
 Vermilion Red Deep (hue)",12460,"Synthetic Organic;
 Monoazo; 
 Naphthol;
 Pigment Chemical Composition @ PubChem Chemical Database
 LBNL Pigment Database Spectral radiative properties can be found here: Naphthol Red Light @ Cool Colors
 CAS 6410-38-4
 EC 229-104-6","Bright Yellowish Red, blue/pink undertone; 
 †Fades",S/T,III,A,"* Rated IV (poor) in watercolors by Handprint, more info on PR 9 when used in watercolors @ handprint.com
 Naphthol AS-OL rated 'I' (excellent) for light fastness on Cool Colors (color #294) Technical Reference [PDF];
 Although PR-9 is usually not rated with high lightfastness, it's very poor lightfast rating in watercolor may be due to the exact pigment manufacturing method and/or impurities, extenders & additives in the final paint formulation. BWS scales for the pigment itself seem fairly good.
 Lightfastness is lower in tints.
 Lightfastness seems to be better in oil paints & Acrylics, and, according to Chroma, very good in their Archival Oils line."
PR12,R,CIPIGMENT,12,Permanent Bordeaux TRR,"Bordeaux [AS | MA.a];
 Bordeaux Red [KP.pd];
 Cadmium Red Hue [WNd];
 Carmin [LB.o];
 C.I. Pigment Red 12;
 Permanent Red TRR;
 Rubine;
 Pigment Red 12;
 Studio Bordeaux [KP.p]",12385,"Synthetic Organic;
 Monoazo; 
 Naphthol;
 CAS 6410-32-8",Bluish red,X,II,A,
PR13,R,CIPIGMENT,13,Toluidine Maroon,"C.I. Pigment Red 13;
 Pigment Red 13;
 Toluidine Red RN;
 Toluidine Maroon",12395,"Toluidine;
 CAS 6535-47-3",Dark red,S/T,II,A,
PR14,R,CIPIGMENT,14,Permanent Bordeaux FGR,"Bordeaux Red;
 C.I. Pigment Red 14;
 Crimson;
 Helio Fast Bordeaux BR;
 Naphthol Red FGR;
 Pigment Bordeaux FGR;
 Pigment Red 14",12380,"Synthetic Organic;
 Monoazo;
 CAS 6471-50-7",Bluish red,X,NR,A,Used mostly for Inks & paper coloring.
PR15,R,CIPIGMENT,15,Permanent Maroon Medium,"C.I. Pigment Red 15;
 Permanent Maroon Medium;
 Pigment Red 15",12465,"Synthetic Organic;
 Monoazo;
 CAS 6410-39-5",Dull bluish red,X,II,A,
PR17,R,CIPIGMENT,17,Pigment Red 17,"Cadmium Red Deep Hue [LQ.ad];
 C.I. Pigment Red 17;
 Naphthol Red;
 Pigment Red 17;
 Poppy Red;
 Scarlet",12390,"Synthetic Organic;
 Monoazo, Naphthol;
 CAS 6655-84-1",Bright red,X,III,A,
PR19,R,CIPIGMENT,19,Arylide Maroon,"Arylide Maroon Dark;
 C.I. Pigment Red 19;
 Pigment Red 19",,"Synthetic Organic;
 Azomethine",Maroon,X,X,A,obsolete
PR21,R,CIPIGMENT,21,Pigment Red 21,"Cadmium Red Light Hue [LQ.ad];
 C.I. Pigment Red 21;
 FAST RED 2R;
 Permanent Red FR;
 Pigment Red 21",12300,"Synthetic Organic;
 Monoazo;
 CAS 6410-26-0",Bright yellowish red,O,II,A,
PR22,R,CIPIGMENT,22,Naphthol Red Bright,"Art Red;
 Brilliant Red-B;
 C.I. Pigment Red 22;
 Devil's Red;
 FAST SCARLET N;
 Naphthol Red Bright;
 Naphthol Red Light;
 Naphthol Red Light Shade;
 Opaque Scarlet [HO.af.]; 
 Pigment Red 22;
 Scarlet [HO.af.]; 
 Solfast scarlet",12315,"Synthetic Organic;
 Monoazo;
 CAS 6448-95-9",bright blueish shade red,O,NR,A,
PR23,R,CIPIGMENT,23,Naphthol Red Dark,"Carmine (hue) [RT.a];
 Carmine Hue;
 C.I. Pigment Red 23;
 Crimson Lake [HO.w];
 Fast Rose Red;
 Jewel Red;
 Madder Lake (hue) [RTd];
 Naphthol Carmine;
 Naphthol Red Dark;
 Naphthol AS;
 Permanent Red;
 Pigment Red 23;
 Solfast scarlet dark",12355,"Synthetic Organic;
 Monoazo;
 CAS 6471-49-4",Dark dull deep red,S/T,IV,A,"Used mostly in student grade paints or inks. 
 * Rated with IV (poor) lightfastness by Handprint, More info on PR 23 when used in watercolors @ handprint.com"
PR31,R,CIPIGMENT,31,Naphthol Red Extra Dark,"C.I. Pigment Red 31;
 Naphthol Red 31;
 Naphthol Red Extra Dark;
 Magenta [HO.af];
 Opaque Magenta [HO.af]; 
 Pigment Red 31;
 Red Violet;
 Vulcan Fast Bordeaux BF",12360,"Synthetic Organic;
 Monoazo;
 CAS 6448-96-0",Bluish red,O,X,A,"Same as PR 212? (Ref);
 * conflicting info"
PR32,R,CIPIGMENT,32,Pigment Red 32,"C.I. Pigment Red 32;
 Pigment Red 32;
 Vulcan Fast Rubine RF",12320,"Synthetic Organic;
 Monoazo; 
 CAS 6410-29-3",Bluish red,X,II,A,
PR38,R,CIPIGMENT,38,Pyrazolone Red,"C.I. Pigment Red 38;
 Pyrazolone Red [WL.od];
 Permanent Red Deep [WL.od];
 Pyrazolone Red Scarlet [WL.od];
 Pigment Red 38;
 Sunbrite Red",21120,"Synthetic Organic;
 Disazo;
 Chemical Composition for Pigment Red 38 can be found @ PubChem Chemical Database
 CAS 6358-87-8
 EC 228-788-3",Bluish to yellowish red,S/O,III,A,"Used mostly in plastics.
 * Not rated by the ASTM. Rating of II from an old tube of Williamsburg oil paint. Williamsburg has since discontinued useing this pigment.
 BWS in plastics at full shade by Sun Chemical seems to indicate a fugitive color. Lansco & Epsilon BWS indicate fair light fastness.
 There seems to be a wide range of light fastness in this pigment, possibly due to the base medium or manufacturing method, but is safe to say that this pigment is not highly light fast.
 ** FDA approved for toys & plastics"
PR39,R,CIPIGMENT,39,Arsenic Sulphide,"Arsenic Rouge;
 Arsenic Sulfide;
 Arsenic Sulphide;
 C.I. Pigment Red 39;
 Eolite;
 Pigment Red 39;
 Realgar [GEN | NP.p];
 Realgarite;
 Red Arsenic;
 Red Arsenic Sulphide;
 Red Orpiment;
 Rahj al ghar;
 Rejalgar;
 Risagallo;
 Risigallum;
 Ruby Arsenic;
 Ruby Sulfur;
 Ruby Sulphur;
 Sandaracha",,"Inorganic;
 Natural mineral or synthetic 
 Arsenic Sulfide;
 Making pigments: Realgar at webexhibits.org;
 CAS 1303-32-8","Bright Orange Red
 † hue shift towards yellow *",O,NR,D,"Said to be incompatible with lead or copper pigments (Ref Natural Pigments);
 * Not rated by the ASTM. Exposure to sunlight may convert some pigment into Pararealgar, a yellow pigment (Ref Mineral from mindat.org)
 ** Any paint or pigment with Arsenic would require a PROP 65 warning label.
 Arsenic is a poison, but of coarse you knew that...
 DO NOT INGEST
 AVOID DUST & SPRAY
 AVOID CONTACT WITH SKIN & CLOTHING"
PR47,R,CIPIGMENT,47,Pigment Red 47,"C.I. Pigment Red 47;
 Fast Orange FR;
 Pigment Red 47",,Organic,Bright yellowish red,X,X,,
PR48,R,CIPIGMENT,48,Permanent Red BB,"Beta oxynaphtholic acid scarlet;
 Cadmium Red Hue [HO.o];
 C.I. Pigment Red 48;
 Pigment Red 48;
 Scarlet Lake [HO.w | SH.w];
 Watching Red",15865,"Synthetic organic;
 Monoazo; 
 Beta OxyNaphtholic Acid lake;
 CAS 3564-21-4;
 CAS 16013-44-8","Light yellowish scarlet red;
 Staining
 †Fades, hue shift to bluer",S/T,IV,A,* Lightfastness rated IV (poor) on handprint. More info on PR 48 when used in watercolors @ handprint.com
PR48:1,R,CIPIGMENT,48.1,Permanent Red BB [FIAT],"C.I. Pigment Red 48:1;
 Citation Red Light Barium;
 FAST SCARLET BBN;
 Omnicryl Barium Red;
 Permanent Red BB [FIAT];
 Pigment Red 48:1
 Red 2B Yellow Shade",15865:1,"Synthetic Organic;
 Monoazo;
 Monoazo BONA lake of Barium;
 Beta OxyNaphtholic Acid dye on a Barium base;
 CAS 7585-41-3",Bright yellowish red,S/T,V,A,* even less lightfast than PR-48
PR48:2,R,CIPIGMENT,48.2,Permanent Red BB,"BRILLIANT RED BBC;
 Cadmium Red Purple Hue;
 C.I. Pigment Red 48:2;
 IRGALITE(R) Red;
 Lithol Scarlet;
 MONO AZO BASALT;
 Permanent Red 2BCL;
 Permanent Red BB [FIAT];
 Pigment Red 48:2;
 Red 2B Blue Shade",15865:2,"Synthetic Organic;
 Monoazo;
 Monoazo BONA lake of Calcium
 Beta OxyNaphtholic Acid dye on a Calcium base;
 CAS 7023-61-2",Yellower to bluer than PR 48:1,S/T,NR,A,
PR48:3,R,CIPIGMENT,48,Irgalite Red 2BY,"2B-acid-Sr;
 Bona Lake Red;
 C.I. Pigment Red 48:3;
 Geranium;
 Heuco Red;
 Irgalite Red 2BY;
 Permanent Red I [HO]; 
 Pigment Red 48:3;
 Rose Malmaison;
 Scarlet Lake Deep [MH]",15865:3,"Synthetic Organic;
 Monoazo; 
 Beta OxyNaphtholic Acid Strontium Salt;
 Monoazo BONA lake of Strontium;
 CAS 15782-05-5",Bright Magenta shade,T,III,A,
PR48:4,R,CIPIGMENT,48.4,Permanent Red 2B,"Bona Lake Red;
 Bonithol Red;
 Carmine (hue) [CH | MA];
 C.I. Pigment Red 48:4;
 Crimson [CR.ao.o];
 Mauve [MA];
 Permanent Alizarin [BA.w];
 Permanent Red [CR.o]
 Permanent Red 2B;
 Pigment Red 48:4",15865:4,"Synthetic Organic;
 Monoazo;
 Monoazo BONA lake of Manganese;
 Beta OxyNaphtholic Acid dye on a Manganese base;
 CAS 5208-66-0",Midshade red,O,III,A,"* The PR48:4 form of PR48 seems to be more light fast than other forms of this pigment.
 "" Pigment PR48:4 is considered more lightfast and durable than other PR48 salts"" (Ref. Blick Art Materials)
 
 Chroma Archival Oil Paint and some pigment manufacturers rate this with very good in masstone to fair light fastness in tints."
PR49,R,CIPIGMENT,49,Lithol Red LN,"C.I. Pigment Red 49;
 Lithol Red;
 Pigment Red 49",15630,"Synthetic Organic;
 Monoazo;
 CAS 1248-18-6",Yellowish red,X,X,A,
PR49:1,R,CIPIGMENT,49.1,Barium Lithol Red,"Barium Lithol Red;
 C.I. Pigment Red 49:1
 LITHOL RED R;
 Pigment Red 49:1;
 Rose [MA]; 
 Suthol Red",15630:1,"Synthetic Organic;
 Monoazo;
 CAS 1103-38-4",Red with blue undertone,X,III,A,
