slug,colorCode,type,number,name,alternateNames,ciConstitutionNumber,composition,description,transparencyRatingCode,lightfastRatingCode,toxicity,notes
PBr9,Br,CIPIGMENT,9,Copper Ferrocyanide*,"Copper Ferrocyanide;
 C.I. Pigment Brown 9;
 Florence brown;
 Florentine Brown;
 Hatchett´s Brown;
 Pigment Brown 9;
 Van Dyke Brown (hue***) [BA.w | GR.w | WL.o?**];
 Vandyke Red;
 Van Dyke Red;
 Vandyke Brown;",77430,"Inorganic;
 Copper hexacyanoferrate(II);
 Cupric ferrocyanide Cu2Fe(CN)6·xH2O
 Cupric potassium ferrocyanide CuK2Fe(CN)6
 CAS 8014-85-5
 CAS 13601-13-3",Blackish brown,X,III,B,"* According to the Color Index International Pigments & Solvent Dyes, By The Society of Dyers and colourists, third edition, PBr9 is Copper Ferrocyanide;
 According to their web site Williamsburg's Van Dyke Brown is PBr9. This might be a typo. In the copy they claim it to be genuine Van Dyke Brown which would be NBr8, although the Colour Index (3rd. Ed. 1997) describes the first known use as being called Vandyke Brown. 
 However ""Van Dyke Red"" is indicated to be Copper Ferrocyanide in A Treatise on Color Manufacture By George Zerr, Robert Rübencamp, 1908, and said to be a ""shade that can be imitated cheaply and very easily with red ferric oxide colours"" indicating a brownish nature. So it seems there might be a historical justification for labeling PBr9 as genuine Van Dyke Brown in paints, even though it is not the pigment generally thought to be the ""genuine"" Van Dyke brown."
PBr10,Br,CIPIGMENT,10,Calcium Orthoplumbate,"Calcium Plumbate;
 Calcium Orthoplumbate;
 Caldiox;
 C.I. Pigment Brown 10;
 Pigment Brown 10",77227,"Synthetic Inorganic;
 Calcium lead oxide; 
 Calcium Orthoplubate; 
 Dicalcium lead tetraoxide;
 CAS 12013-69-3;
 CAS 12774-29-7",Light Yellowish Brown,X,I,C,"Oxidizing agent; 
 promotes adhesion; 
 Used as rust inhibitor and primer;
 * Contains insoluble lead so there may not be much of lead hazard."
PBr11,Br,CIPIGMENT,11,Magnesium Ferrite,"C.I. Pigment Brown 11;
 Iron Magnesium Oxide;
 Lunar Earth [DS.w];
 Magnesium Brown [WN.w.wp]?*;
 Magnesium Ferrite [DS.o]; 
 Mars Yellow [HO.o];
 Mapico Tan;
 Pigment Brown 11",77495,"Synthetic Inorganic;
 Magnesium ferrite is made by calcining a blend of ferric oxide and magnesium oxide. Chemically 19% MgO × 79% Fe2O3 
 Ferric magnesium oxide;
 Iron Magnesium Oxide;
 CAS 64294-89-9;
 EC 613-571-1","Reddish brown;
 lightly staining w/ fair tinting strength",O,I,A,"?* The winsor and newton specifications for this paint list it as being PY119 (Zinc Ferrite Brown Spinel), but list the chemical name as 'Iron magnesium oxide', most likely there is a typo in their technical specs, and this should actually be labeled PBr11, which is Iron Magnesium Oxide;
 * More info on PBr-11 including a lightfastness test in watercolor by Bruce MacEvoy @ handprint.com. See Pigment Brown 11 @ Handprint.com;"
PBr12,Br,CIPIGMENT,12,Cassel Brown,"Cassel Brown [KP.p];
 Cassel Brown Stain [KP.p];
 C.I. Pigment Brown 12;
 Oak Stain;
 Van Dyck Brown;
 Walnut Stain",,"Sodium salts of humic acid;
 CAS 68131-04-04",Dark brown,X,X,B,* Skin irritant
PBr22,Br,CIPIGMENT,22,Pigment Brown 22,"C.I. Pigment Brown 22;
 Pigment Brown 22;
 Pigment Brown 2R",10407,"Nitro;
 CAS 29398-96-7",Reddish brown,X,X,A,
PBr23,Br,CIPIGMENT,23,Pigment Brown 23,"Azo Russet [GU];
 Brown Madder (hue) [SE.o];
 C.I. Pigment Brown 23;
 Cromophtal Brown 5R;
 Disazo Brown;
 Gubbio Red [KP.p.w];
 Light Brown [HO.a];
 Madder Brown [SE];
 Microlith Brown 5R;
 Pigment Brown 23;
 Transparent Brown [HO.o]; 
 Van Dyke Brown (hue);",20060,"Synthetic Organic;
 Disazo Condensation;
 Possess two azo red molecules linked to diamine by means of carbonamide groups (SpecialChem);
 For more Chemical Composition & Structure Information See Pigment Brown 23 @ PubChem Open Chemical Database.
 C40-H23-Cl3-N8-O8
 CAS 35869-64-8
 EC 252-772-5","Dull reddish brown;
 Staining w/ good tinting strength;",S/T,I,A,"""Excellent heat stability and good solvent resistance"";
 ""Used in industrial and vehicle refinishing paints"" (SpecialChem)
 ""Diazo Brown possesses good lightfastness, heat resistance, acid, alkali resistance and high grease, oil, and wax resistance. More expensive than the Brown Iron Oxides, they are occasionally used instead of them where enhanced resistance and lightfastness properties are required"" (PrintWiki)
 * Not rated by the ASTM, my rating of 'I' (excellent) is based on pigment suppliers blue wool scales, various paint brand's own ratings and anecdotal evidence, but not actual personal tests.
 I would suggest making your own tests in the binder or brand of choice to verify fastness."
PBr24,Br,CIPIGMENT,24,Chrome Antimony Titanate,"Bohemian Ochre Light;
 Chrome Titanate;
 Chrome Antimony Titanate;
 Chrome Antimony Titanium Buff Rutile;
 Chrome Titanate;
 Chrome Titanate Brown;
 Chrome Titanate Orange[
 Chrome Titanate Yellow [GR.o];
 Chrome Titanium Yellow;
 Chrome Yellow Titanium [SCH.p];
 Chrome Yellow Rutile; 
 Chromium Rutile;
 Chromium Titanate Yellow [GR.o];
 C.I. Pigment Brown 24;
 Daipyroxide Yellow;
 Ferro Autumn Gold V;
 Fragonard Earth Yellow [PF.o];
 Gold Ochre [LA.a]; 
 Honey Gold Yellow;
 Ironstone Brown No.39;
 Jaune Brilliant [KA.p]; 
 Light Yellow 3R;
 Light Yellow Ochre [BA.o | SE.o];
 Marigold Yellow;
 Mars Yellow Light [SE.a];
 Meteor® Plus Yellow Buff 9371;
 Naples Yellow (hue) [MG.w | MH.o | WN];
 Naples Yellow Deep (hue) [DV.w | KA.o |  SCH.a.o.o(Mus) | WN.a.g.o.w.wp];
 Naples Yellow Deep (Imitation) [KA.p];
 Naples Yellow Deep Extra [OH.a.o.w];
 Naples Yellow Italian (hue) [WL.o.p];
 Pigment Brown 24;
 SICOTAN® Yellow;
 Titanate Gold Ochre;
 Titanium Gold Ochre [SCH.g.w];
 Titanium Orange [KP.p];
 Yellow Ochre Light [BA | RT.o]",77310,"Synthetic Complex Inorganic;
 (Ti,Cr,Sb)O2
 Chrome Antimony Titanium Buff Rutile, is created by calcination of Titanium (IV) Oxide, Chromium (III) Oxide, and Antimony (V) Oxide in varied ratios creating a mixed phase system with a Rutile structure. It may include one or more of the modifiers Al2O3, MnO, NiO, WO3 and/or ZnO. (Ref Color Index 4th edition);
 Mixed Metal Oxide (MMO) (PCImag Ref):
  Cr/Sb/Ti-oxide
 Complex inorganic coloured pigment based on titanium oxide; in the rutile lattice, titanium ions are partially replaced by chromium (III) and antimony (V) ions.(Ref. SIDS INITIAL ASSESSMENT PROFILE.PDF)
 Chrome Antimony Titanium oxide mixed phase system having a rutile structure;
 Chrome Antimony Titanium Buff Rutile;
 LBNL Pigment Database Spectral radiative properties;
 Chrome Antimony Titanium Buff Rutile (i);
 Chrome Antimony Titanium Buff Rutile (ii);
 Chrome Antimony Titanium Buff Rutile (iii);
 Chrome Titanate Yellow;
 (Ti, Cr, Sb) O2
 CPMA 11-17-6
 CAS 68186-90-3;
 EC 269-052-1","Light valued yellowish to reddish brown to light golden orange or tan;
 Shades are varied by modifiers added during production, see chem. props. to the left.
 Staining w/ fair tinting strength",O,I,A,"Said to make a good non-toxic Naples Yellow substitute in artist colors.
 A interesting pigment color in it's own right.
 BASF TDS PDF
 * More info on PBr-24 in watercolor, including a lightfastness test by Bruce MacEvoy @ handprint.com. See Pigment Brown 24 @ Handprint.com;
 ** Rutile pigments are not regarded as antimony compounds which must be labelled as dangerous substances.  The antimony is tightly bond in the Rutile Lattice and insoluble in water or acids, so is not bioavailable.
 The acute toxicity of C.I. Pigment Brown 24 after oral exposure is negligible. (Ref. SIDS INITIAL ASSESSMENT PROFILE.PDF)
 Do not ingest;
 Avoid dust & spray"
PBr25,Br,CIPIGMENT,25,Benzimidazolone Brown,"Benzimidazo Brown [GU];
 Benzimidazolone Brown;
 Brown [SH.w];
 C.I. Pigment Brown 25;
 Fragonard Red Brown [PF.o];
 Hostaperm Brown HFR 01;
 Imidazolone Brown [HO.w.wo];
 Mahogany Brown [KP.p];
 Microdis Brown;
 Permanent Brown [DS.w];
 Pigment Brown 25;
 Renol Brown;
 SICOTAN® Yellow1 [BASF];
 Transparent Brown [DV.af | SQ.a]; 
 Transparent Maroon [WN.o];
 Transparent Red Ochre [LB.o];
 Van Dyke Red [LQ.a]; 
 Viscofil Brown",12510,"Synthetic Organic;
 Monoazo;
 Benzimidazolone;
 CAS 6992-11-6","Deep dull, red-violet brown;
 very staining w/ weak to average tinting strength;",T,I,A,"Nice rich brown, great for glazing.
 * Not rated by the ASTM, most brands containg PBr-25 give it their highest lightfast rating, and pigment supplier blue wool scales agree.
 Also rated excellent (AMST I equivalent) in watercolor light fastness tests by Bruce MacEvoy @ handprint.com. See More about Pigment Brown 25 @ Handprint.com;"
PBr27,Br,CIPIGMENT,27,Thioindigoid Brown,"Calcotone Brown 2R;
 C.I. Pigment Brown 27;
 Pigment Brown 27;
 Various brand names prefixes to Red Brown or Bordeaux",73410,"Thioindigoid;
 Lake of C.I Vat Brown 5; 
 C24-H12-O2-S2
 CAS 3989-75-1",Brownish Brown,X,X,A,
PBr29,Br,CIPIGMENT,29,Chrome Iron Brown,"Chromium Iron Oxide;
 Chromium Iron Oxide Black;
 C.I. Pigment Brown 29;
 Iron Chromite;
 Iron Chrome brown;
 Naples Yellow [RGH.o.p];
 Pigment Brown 29;
 Shepherd Black 411;
 Sicopal® Black K 0095;
 Sicopal® Brown K 2795 FG",77500,"Synthetic Complex Inorganic;
 Chrome Iron Brown Hematite;
 Iron Chromite;
 Iron Chromium Oxide;
 An IR reflective black powder produced by high temperature calcination of iron oxide & chromium oxide to form a hematite structure. It has good UV and visible opacity (Lansco TDS PDF)
 Chromium Iron Brown: 
 mixed phase pigment based on iron oxide-chromium oxide and corresponding approximately to the formula. (Fe, Cr)2O3. (Ref Color Index 4th edition); 
 A complex inorganic pigment of black mixed oxide of Iron (III) and Chrome (III) with chemical formula (Cr, Fe)2O3 and a hematite structure. (Ferro)
 LBNL Pigment Database Spectral radiative properties;
 Chromium Iron Oxide (i);
 Chromium Iron Oxide (ii);
 CAS 109414-04-2;
 CAS 12737-27-8","Very dark brown almost black;
 Blueish Black;",S/O,I,A,"* Not rated by the ASTM, BWS indicate excellent lightfastness and other closely related pigments (ie. PG-17, Chromium oxide & PBk-11, Iron Oxide) have exceptional light fastness.
 It is not used currently in any artist paint I could find, but is used industrially as a 'cool color': It exhibits low heat build-up (especially for a black), has exceptional durability and hiding power, it is generally used in applications where resistance to heat, light, and weather are required. (Lansco).
  I would suggest making your own tests in the binder of choice to verify fastness."
PBr30,Br,CIPIGMENT,30,Pigment Brown 30,"C.I. Pigment Brown 20;
 Graphtol Red Brown Cl-RL;
 Pigment Brown 30;",,"Synthetic Complex Inorganic;
 Nickel, iron and chromium mixed metal complex in a Spinel structure. Reflects less of the near IR than PBr-29 (see above) giving it a blueish tint. (Ref. Industrial Inorganic Pigments Edited by G. Buxbaum and G. Pfaff 2005)",Dark blueish brown,O,I,B,"* Not rated by the ASTM, but should perform as excellent as other chemically simliar pigments designed for applications where resistance to heat, light, and weather are required.
 I would suggest making your own tests in the binder of choice to verify fastness. 
 ** Any paint containing nickel would require a PROP 65 label in CA. However, the Nickel and Chromium are tightly bound in the spinel structure and unlikely to be of any hazard."
PBr31,Br,CIPIGMENT,31,Zinc Ferrite Brown,"C.I. Pigment Brown;
 Pigment Brown 31;
 Zinc Ferrite;
 Zinc Ferrite Brown;
 Zinc Ferrite Brown Spinel;",77496,"Synthetic Complex Inorganic;
 Zinc Ferrite Brown Spinel, formula (Zn,Fe)Fe2O4 is created by high temperature calcination of a mixture of zinc oxides with ferrous and ferric iron in varying ratios to make a crystalline matrix of spinel. Its composition may include any one or more of the modifiers Al2O3, NiO, SiO2, SnO2 or TiO2. (Ref Color Index 4th edition);
 CAS 68187-51-9","Brown;
 Exact color tint & shade varies by modifiers added during manufacture (see chem. props. left)",X,I,A,"* Not rated by the ASTM, but should perform as excellent as other chemically simliar pigments designed for applications where resistance to heat, light, and weather are required.
 I would suggest making your own tests in the binder of choice to verify fastness."
PBr33,Br,CIPIGMENT,33,Zinc Iron Chromite Brown,"Brown 10P8571;
 Calf Skin Brown No.6;
 Chromium Iron Zinc Brown;
 Chromium Iron Zinc Brown Spinel;
 C.I. Pigment Brown 33;
 Cocoa Brown No.157;
 Daipyroxide Brown 9220;
 Dark Brown;
 Mahogany Brown No.12;
 Mineral Brown [SCH.o(Mus)];
 Pigment Brown 33;
 Shepherd Brown 12;
 Shepherd Brown 157;
 Zinc-Iron Chrome Brown [KP.p];
 Zinc-Iron Chrome Brown, light, spinel; 
 Zinc Iron Chromite;
 Zinc Iron Chromite Brown Spinel;
 Walnut Brown [SCH.w]",77503,"Synthetic Complex Inorganic;
 Zinc Iron Chromite Brown Spinel (Zn,Fe)(Fe,Cr)2O4 is made by the high temperature calcining of a mixture of Zinc (II) Oxide, Iron (II) Oxide, Iron (III) Oxide, and Chromium (III) Oxide in varying ratios to create a crystalline spinel matrix. Its composition may include any one or more of the modifiers Al2O3, NiO, SiO2, SnO2 and/or TiO2. (Ref Color Index 4th edition);
 Mixed Metal Oxide (MMO) (PCImag Ref): 
 Zinc Iron Chromite Brown Spinel;
 LBNLPigment Database Spectral radiative properties;
 Zinc Iron Chromite Brown Spinel (i);
 Zinc Iron Chromite Brown Spinel (ii);
 ""The ability of iron to occur on both the tetrahedral and octahedral sites of the spinel structure leads to a versatile system yielding a variety of related shades."" (Zinc Iron Chromite Pigments
 Stephen H. Murdock Richard A. Eppler; April 1988)
 Generic formula:
 (Zn,Fe)(Fe,Cr)2O4
 CPMA 13-37-7;
 CAS 68186-88-9
 EC 269-050-0","Dark; blueish brown to reddish brown; Color varies by modifiers added during manufacture (see chem. props. left)
 very staining w/ good tinting strength",O,I,A,"Opaque to visible light & UV with high near infrared reflectance, a ""cool"" pigment. (Ferro)
 * Not rated by the ASTM, BWS suggest high light fastness. Rated excellent (AMST I equivalent) in watercolor light fastness tests by Bruce MacEvoy @ handprint.com. See PBr-33 @ Handprint.com;
 Most mixed metal oxides in a spinel matrix perform well and are fast to weather, heat & light.
 ** Chromate content may require a PROP 65 warning in CA.? But the it is tightly bound in the crystalline spinel matrix and unlikely to pose a hazard."
PBr34,Br,CIPIGMENT,34,Nickel Ferrite Brown,"C.I. Pigment Brown 34;
 Daipyroxide Brown 9270;
 Iron Nickel Brown;
 Iron Nickel Brown Spinel;
 Nickel Ferrite Brown Spinel;
 Pigment Brown 34",77497,"Synthetic Complex Inorganic;
 Nickel Ferrite Brown, created by the reaction of calcining Iron (III) Oxide and Nickel (11) Oxide in varying ratios creating a spinel form crystalline matrix. The addition of either/or A12O3, FeO, SiO2, SnO2, and/or TiO2 are used as modifiers during the creation process;
 CPMA 13-35-7;
 CAS 68187-10-0",Brown,X,NR,B,** Nickel content may require a PROP 65 warning in CA. But the it is tightly bound in the crystalline spinel matrix and unlikely to pose a hazard.
PBr35,Br,CIPIGMENT,35,Iron Chromite Brown,"Chromium Iron Brown;
 Chromium Iron Brown Spinel;
 C.I. Pigment Brown 35;
 Iron Chromite Brown;
 Iron Chromite Brown Spinel;
 Pigment Brown 35",77501,"Synthetic Complex Inorganic;
 Iron Chromite Brown Spinel Fe(Fe,Cr)2O4 is created by high temperature calcination of a mixture of Iron (II) Oxide, Iron (III) Oxide, and Chromium (III) Oxide in varied amounts creating a crystalline matrix of spinel. Its composition may include any one or more of the modifiers Al2O3, B2O3, NiO, SiO2, SnO2 and/or TiO2. (Ref Color Index 4th edition);
 Mixed Metal Oxide (MMO) (PCImag Ref):
 Iron chromite spinel;
 CPMA 13-33-7;
 CAS 68187-09-7",Dark reddish brown to blue Black,X,I,A,"?* Not rated by the ASTM, but should perform as excellent as other chemically simliar pigments designed for applications where resistance to heat, light, and weather are required.
 ** Chromate content may require a PROP 65 warning in CA. But the it is tightly bound in the crystalline spinel matrix and unlikely to pose a hazard."
PBr37,Br,CIPIGMENT,37,Manganese Niobium Titanium Brown,"C.I. Pigment Brown 37;
 Manganese Niobium;
 Manganese Niobium Brown Rutile;
 Manganese Niobium Titanium Brown Rutile
 Pigment Brown 37;
 Titanium Brown Rutile;",77890,"Synthetic Complex Inorganic;
 Manganese Niobium Titanium Brown Rutile is made by calcining Manganese (II) Oxide, Niobium (V) Oxide, and Titanium (IV) Oxide in varied ratios creating a interdiffused crystalline rutile, It may have the modifier Sb2O5 (Reference: 4th ed. CMPA Classification and Chemical Description of the Complex Inorganic Color Pigments).;
 CPMA 11-47-7
 CAS 70248-09-8",Dull reddish brown,X,I,B,"?* Not rated by the ASTM, but should perform as excellent as other chemically simliar pigments designed for applications where resistance to heat, light, and weather are required.
 ** Manganese content may require a PROP 65 warning in CA. But the mang. is tightly bound in the crystalline rutile matrix and unlikely to pose a hazard."
PBr39,Br,CIPIGMENT,39,Zinc Manganese Chromate,"C.I. Pigment Brown 39;
 Chrome Manganese Zinc Brown Spinel;
 Chromium Manganese Zinc Brown;
 Meteor Brown Light Iron Free 7739;
 Pigment Brown 39",77312,"Synthetic Complex Inorganic;
 Zinc Manganese Chromate;
 Chrome Manganese Zinc Brown Spinel, is created by calcining a mixture of Chromium (III) Oxide, Manganese (II) Oxide and Zinc (II) Oxide in various ratios creating a spinel type crystalline matrix. It can be modified by A12O3, NiO, SiO2, SnO2, and/or TiO2 during the creation faze. (Reference: 4th ed. CMPA Classification and Chemical Description of the Complex Inorganic Color Pigments).;.
 CPMA 13-51-7
 CAS 71750-83-9",Reddish brown,X,NR,B,"** Manganese content may require a PROP 65 warning in CA.
 The mang. is tightly bound in the spinel matrix and unlikely to pose a hazard."
PBr40,Br,CIPIGMENT,40,Manganese chrome antimony titanium brown rutile,"Antimony Chromium Manganese Brown Rutile;
 C.I. Pigment Brown 40;
 Manganese Chrome Antimony Titanium Brown Rutile;
 Meteor Brown (iron and Zinc free);
 Pigment Brown 40",77897,"Synthetic Complex Inorganic;
 Manganese chrome antimony titanium brown rutile is the product of calcining Titanium (IV) Oxide, Manganese (II) Oxide; Chromium (III) Oxide, and Antimony (V) Oxide, forming an interdiffused crystalline rutile matrix. 
 CPMA 11-46-7;
 CAS 71750-83-9",Dark brown,X,I,B,"?* Not rated by the ASTM, but should perform as excellent as other chemically simliar pigments designed for applications where resistance to heat, light, and weather are required.
 ** Manganese & antimony content may require a PROP 65 warning in CA.
 The mang.& antimony are tightly bound in the crystalline rutile matrix and unlikely to pose a hazard."
PBr41,Br,CIPIGMENT,41,Disazo Condensation Brown,"C.I. Pigment Brown 41;
 Disazo Condensation Brown;
 Translucent Brown [SCH.w];
 Pigment Brown 41;
 Sandorin Brown RL;
 Translucent Brown [SCH.w]",,"Synthetic Organic;
 Disazo Condensation;
 CAS 68516-75-6","Very dark yellowish to Reddish Brown;
 very staining w/ good tinting strength
 † Fades in tints; can 'bronze' over slightly in masstone",S/O,I,A,* Not rated by the ASTM. The ASTM equivalent of I rating is based on Schmincke's rating and a rating of 'excellent' on Handprint.com. See more of info about PBr-41 @ Handprint.com;
PBr42,Br,CIPIGMENT,42,Azo Golden Brown,"Azo Golden Brown [GU.pd];
 C.I. Pigment Brown 42;
 Pigment Brown 42",,"Synthetic Organic;
 Disazocondensation;
 CAS 80648-58-4",Dark yellowish Brown,S/T,I,,* Not rated by ASTM. The ASTM I (equivalent) rating based on BWS
PBr43,Br,CIPIGMENT,43,Iron-Manganese Oxide,"Bayferrox 645T;
 C.I. Pigment Brown 43;
 Pigment Brown 43;
 Yellow Ochre (hue*)",77536,"Synthetic Complex Inorganic;
 Synthetic iron-manganese mixed oxide;
 Manganic ferric oxide;
 CAS 12062-81-6",Brown,O,I,B,"*Similar chemical make-up as the natural yellow ochres and brown umbers
 ** Manganese content may require a PROP 65 warning in CA."
PBr44,Br,CIPIGMENT,44,Cobalt Tungsten Titanium Buff,"C.I. Pigment Brown 44;
 Cobalt Tungsten Titanium Buff Rutile;
 Meteor Plus Yellow Buff;
 Pigment Brown 44",778955,"Synthetic Complex Inorganic;
 Cobalt Tungsten Titanium Buff Rutile mixed metal oxides;
 Made by calcining at high temperature a mixture of Titanium Oxide, Cobalt Oxide, and Tungsten Oxide in various ratios to produce a crystal rutile matrix.
 MMO pigment (Mixed Metal Oxides)
 
 CAS 144437-67-2",Dark yellowish brown,S/O,I,B,"?* Not rated by the ASTM, but should perform as excellent as other Titanium based MMO pigments designed for applications where resistance to heat, light, and weather are requirements.
 ** Cobalt content requires a PROP 65 warning in CA.
 However, the Cobalt is tightly bound in the crystalline rutile matrix and unlikely to pose a hazard.
 Avoid dust, do not ingest."
PBr45,Br,CIPIGMENT,45,Manganese Tungsten Titanium Brown,"C.I. Pigment Brown 45;
 Manganese Tungsten Titanium Brown Rutile;
 Meteor Plus High IR Brown 9730;
 Pigment Brown 45",778965,"Synthetic Complex Inorganic;
 Manganese Tungsten Titanium Rutile;
  MMO pigment (Mixed Metal Oxides);
 CAS 144437-66-1",Reddish brown,X,I,B,"?* Not rated by the ASTM, but should perform as excellent as other Titanium based MMO pigments designed for applications where resistance to heat, light, and weather are requirements.
 ** Manganese content may require a PROP 65 warning in CA.
 However, the manganese is tightly bound in the crystalline rutile matrix and unlikely to pose a hazard."
PBr46,Br,CIPIGMENT,46,Chrome Iron Manganese Brown Spinel,"C. I. Pigment Brown 46;
 Chrome Iron Manganese Brown Spinel;
 Chromium Iron Manganese Brown;
 Chromium Iron Manganese Zinc Brown;
 Pigment Brown 46;",774945,"Synthetic Complex Inorganic;
 Chrome Iron Manganese Brown Spinel, is created by calcining Chromium (III) Oxide, Iron (II & III) Oxide, and Manganese (II & III) Oxide in varied ratios creating a spinel form crystal matrix. May be modified by Zinc Oxide (Reference: 4th ed. CMPA Classification and Chemical Description of the Complex Inorganic Color Pigments).; 
 CPMA 13-48-7
 Chromium iron manganese:
 CAS 68555-06-6;
 Chromium iron manganese zinc brown:
 CAS 68186-96-9",Brown,X,I,B,"?* Not rated by the ASTM, but should perform as excellent as other Titanium based MMO pigments designed for applications where resistance to heat, light, and weather are requirements.
 ** Chromium & Manganese content may require a PROP 65 warning in CA.
 However, they are both tightly bound in the crystalline spinel matrix and unlikely to pose a hazard."
PBr48,Br,CIPIGMENT,48,Aluminum Iron Titanate,"Aluminum Iron Titanate;
 C.I. Pigment Brown 48;
 Pigment Brown 48;
 Yellow 10P256",775435,"Aluminum Iron Titanate
 (Fe, Al)2TiO5
 CAS 1310-39-0 12789-64-9",Dark to orange shade brown,X,NR,A,"(Ref. Tomatec Co.Pigment Brown48.pdf);
 (Ref. Shepherd Color Yellow 2010P256 20TDS.PDF)
 ?* Reported good light fastness but no data
 ** FDA Compliant"
